,vid,start_ts,end_ts,distance_total,absolute_time_duration_hrs,Rolling_diff,Z-score parked time
313,59,2013-07-08 08:48:06.000000,2013-07-09 00:12:43.000000,101.719960378799,15.4105555555556,7.920555555555556,-0.7355047988429412
315,60,2013-06-12 06:42:07.000000,2013-06-12 19:10:20.000000,74.2122634017165,12.4705555555556,11.514166666666666,0.05856232829185013
316,60,2013-06-13 06:41:11.000000,2013-06-13 17:57:06.000000,38.9305811682177,11.2655555555556,12.772222222222222,0.3365502713075007
318,60,2013-06-17 07:18:17.000000,2013-06-17 18:35:09.000000,58.6526140481658,11.2813888888889,12.123055555555556,0.19310628304793467
319,60,2013-06-18 06:42:32.000000,2013-06-18 21:10:15.000000,84.1139397320943,14.4622222222222,9.577777777777778,-0.3693144548307154
320,60,2013-06-19 06:44:55.000000,2013-06-19 17:38:46.000000,74.034777995499,10.8977777777778,13.028055555555556,0.3930808289399613
321,60,2013-06-20 06:40:27.000000,2013-06-20 20:22:06.000000,65.5786096948471,13.6944444444444,10.285277777777777,-0.21298076287645148
323,60,2013-06-24 06:44:46.000000,2013-06-24 20:12:05.000000,67.5775411634247,13.4555555555556,10.555833333333334,-0.15319708954961442
324,60,2013-06-25 06:45:26.000000,2013-06-25 23:50:46.000000,118.279733758122,17.0891666666667,6.8533333333333335,-0.9713249969145086
325,60,2013-06-26 06:41:58.000000,2013-06-26 17:44:01.000000,44.2590569907827,11.0344444444444,12.989722222222222,0.3846104522263026
326,60,2013-06-27 06:43:24.000000,2013-06-27 16:19:28.000000,62.345285701158,9.60138888888889,14.393333333333333,0.6947612749372943
328,60,2013-07-01 07:18:32.000000,2013-07-01 21:31:20.000000,70.6280613478068,14.2136111111111,9.766111111111112,-0.3276991257592621
329,60,2013-07-02 07:17:18.000000,2013-07-02 21:28:30.000000,75.8296077793838,14.1869444444444,9.784444444444444,-0.3236480760266429
332,60,2013-07-08 06:45:17.000000,2013-07-08 19:11:08.000000,59.6144553603611,12.4311111111111,12.069444444444445,0.18126003155709322
334,61,2013-06-12 08:48:38.000000,2013-06-12 17:17:54.000000,39.6263314522682,8.48805555555556,15.540833333333333,0.9483201604744225
335,61,2013-06-13 08:50:21.000000,2013-06-13 17:50:06.000000,40.7833943273741,8.99611111111111,14.89,0.8045078949664364
337,61,2013-06-17 08:48:49.000000,2013-06-17 18:34:45.000000,41.4497528199514,9.76583333333333,14.085833333333333,0.6268141226038159
338,61,2013-06-18 08:39:54.000000,2013-06-18 17:20:16.000000,64.4586761829378,8.67305555555556,15.365833333333333,0.9096510493903287
339,61,2013-06-19 08:42:13.000000,2013-06-19 15:19:44.000000,40.8319353051378,6.62555555555556,17.43166666666667,1.3661306988068433
340,61,2013-06-20 08:45:38.000000,2013-06-20 13:31:51.000000,35.6875446114578,4.77055555555556,19.201666666666668,1.7572411366288183
342,61,2013-06-24 08:43:59.000000,2013-06-24 17:45:49.000000,44.7657849305764,9.03083333333333,14.912222222222223,0.8094182582787023
343,61,2013-06-25 08:40:33.000000,2013-06-25 14:47:48.000000,45.9908144499246,6.12111111111111,17.93277777777778,1.4768593914984383
344,61,2013-06-26 08:43:46.000000,2013-06-26 16:05:55.000000,45.3107061621884,7.36944444444444,16.77527777777778,1.2210908424707911
345,61,2013-06-27 08:52:26.000000,2013-06-27 13:49:57.000000,38.1105486973642,4.95888888888889,18.75888888888889,1.6594021476319212
347,61,2013-07-01 09:46:58.000000,2013-07-01 20:29:52.000000,47.4814178509033,10.7152777777778,13.457222222222223,0.4879122204080957
348,61,2013-07-02 09:57:18.000000,2013-07-02 17:30:10.000000,73.8391694663167,7.54805555555556,15.967777777777778,1.0426605156113302
351,61,2013-07-08 08:28:11.000000,2013-07-08 16:28:06.000000,47.072585612264,7.99888888888889,15.883055555555556,1.0239397554833165
353,62,2013-06-12 09:00:31.000000,2013-06-12 23:07:32.000000,81.3301918081692,14.1172222222222,8.842777777777778,-0.5317247213839082
354,62,2013-06-13 07:58:06.000000,2013-06-13 23:03:02.000000,124.047012175338,15.0825,9.383333333333333,-0.4122801338130416
356,62,2013-06-17 00:41:26.000000,2013-06-17 21:33:23.000000,64.9852992217712,20.8661111111111,2.8341666666666665,-1.8594255814791911
357,62,2013-06-18 00:23:26.000000,2013-06-18 22:23:12.000000,141.129362089581,21.9963888888889,10.780833333333334,-0.10347966101292276
358,62,2013-06-19 09:10:03.000000,2013-06-19 22:55:08.000000,75.7559530146563,13.7516666666667,9.80861111111111,-0.31830805592455397
359,62,2013-06-20 08:43:39.000000,2013-06-20 23:52:48.000000,68.0415479900988,15.1527777777778,8.813333333333334,-0.5382309527726604
360,62,2013-06-21 08:41:36.000000,2013-06-21 21:18:23.000000,103.318263106684,12.6133333333333,3.3475,-1.74599618896585
362,62,2013-06-24 00:42:59.000000,2013-06-24 23:59:29.000000,59.9224730178382,23.2752777777778,7.7747222222222225,-0.7677290580796857
363,62,2013-06-25 07:45:58.000000,2013-06-25 22:48:21.000000,127.623288358562,15.04,10.070833333333333,-0.2603657688398169
364,62,2013-06-26 08:52:36.000000,2013-06-26 23:32:35.000000,81.2247103936145,14.6666666666667,9.300277777777778,-0.4306326166926352
365,62,2013-06-27 08:50:36.000000,2013-06-27 23:39:19.000000,92.6690052441438,14.8122222222222,8.354722222222223,-0.6395685756295468
367,62,2013-07-01 08:16:53.000000,2013-07-01 21:31:39.000000,131.155423556651,13.2463888888889,11.061388888888889,-0.04148632419556652
368,62,2013-07-02 08:35:20.000000,2013-07-02 23:42:38.000000,80.4489837687721,15.1219444444444,0.7247222222222223,-2.325541818896027
372,63,2013-06-12 10:58:59.000000,2013-06-12 18:59:06.000000,66.594905462641,8.00222222222222,14.765277777777778,0.7769484808763442
374,63,2013-06-17 15:43:00.000000,2013-06-17 20:56:38.000000,55.3438420806893,5.2275,13.399722222222222,0.47520665533760753
375,63,2013-06-18 10:20:37.000000,2013-06-18 20:23:31.000000,62.9689345229021,10.0486111111111,13.956944444444444,0.5983340153926737
376,63,2013-06-19 10:20:56.000000,2013-06-19 20:15:28.000000,60.3447773165822,9.90916666666667,14.095,0.6288396474701257
377,63,2013-06-20 10:21:10.000000,2013-06-20 20:44:21.000000,68.2481779912129,10.3866666666667,12.697777777777778,0.32010055421141026
379,63,2013-06-24 10:18:43.000000,2013-06-24 20:59:27.000000,109.165627956095,10.6791666666667,13.551388888888889,0.5087198849438221
380,63,2013-06-25 10:32:32.000000,2013-06-25 20:31:51.000000,65.8225671111573,9.98888888888889,14.170277777777779,0.6454735031904263
381,63,2013-06-26 10:42:04.000000,2013-06-26 19:42:07.000000,60.8055209093086,9.00111111111111,14.46888888888889,0.7114565101989985
382,63,2013-06-27 10:10:15.000000,2013-06-27 20:48:09.000000,64.6679494162561,10.6319444444444,12.658611111111112,0.3114460388735417
384,63,2013-07-01 11:12:36.000000,2013-07-01 20:41:10.000000,110.22945674324,9.47638888888889,13.624722222222223,0.5249240838742996
385,63,2013-07-02 10:18:39.000000,2013-07-02 19:33:26.000000,69.3946019503766,9.24666666666667,15.115,0.8542253235031281
389,64,2013-06-11 09:54:31.000000,2013-06-11 18:36:55.000000,32.0681192297298,8.70694444444444,15.079722222222221,0.8464301217449058
390,64,2013-06-12 09:41:42.000000,2013-06-12 19:05:42.000000,58.9410936424801,9.40027777777778,14.96888888888889,0.8219396847249801
391,64,2013-06-13 10:03:50.000000,2013-06-13 17:50:11.000000,34.2904399010708,7.77277777777778,15.831944444444444,1.012645919865105
393,64,2013-06-17 09:47:21.000000,2013-06-17 19:12:05.000000,64.9359863389426,9.4125,15.185833333333333,0.8698771065609754
394,64,2013-06-18 10:23:14.000000,2013-06-18 18:26:32.000000,23.451672891051,8.05527777777778,14.525,0.7238551775624698
395,64,2013-06-19 08:58:02.000000,2013-06-19 19:05:44.000000,58.1130694164046,10.1286111111111,14.88111111111111,0.8025437496415297
396,64,2013-06-20 09:58:36.000000,2013-06-20 17:15:01.000000,29.4927125523107,7.27388888888889,16.41916666666667,1.1424022703917307
398,64,2013-06-24 09:36:07.000000,2013-06-24 18:34:30.000000,65.0685431729262,8.97333333333333,15.323333333333334,0.9002599795556205
399,64,2013-06-25 09:53:54.000000,2013-06-25 18:38:52.000000,31.720965329464,8.74972222222222,15.231666666666667,0.880004730892524
400,64,2013-06-26 09:52:46.000000,2013-06-26 18:53:39.000000,58.9451002343395,9.015,15.147222222222222,0.8613453503059135
401,64,2013-06-27 10:02:29.000000,2013-06-27 16:44:06.000000,29.2962554264653,6.69388888888889,17.01388888888889,1.273815868536245
403,64,2013-07-01 08:34:09.000000,2013-07-01 19:27:11.000000,86.5697907394983,10.8841666666667,13.179166666666667,0.4264712994633692
404,64,2013-07-02 08:37:56.000000,2013-07-02 19:15:39.000000,32.6538639675374,10.6288888888889,13.362777777777778,0.46704317633096565
408,65,2013-06-11 09:43:45.000000,2013-06-11 19:25:21.000000,91.7670301746211,9.69361111111111,14.09388888888889,0.6285941293045123
409,65,2013-06-12 09:30:59.000000,2013-06-12 20:48:24.000000,73.7948808769455,11.2905555555556,12.106111111111112,0.18936213102233196
410,65,2013-06-13 08:54:46.000000,2013-06-13 21:07:13.000000,66.9687079943794,12.2077777777778,12.464722222222223,0.26860311897402217
412,65,2013-06-17 08:52:04.000000,2013-06-17 18:35:34.000000,70.3735755591295,9.72527777777778,15.243611111111111,0.8826440511728666
413,65,2013-06-18 09:50:11.000000,2013-06-18 19:13:07.000000,62.1162798226474,9.3825,13.616111111111111,0.5230213180907964
414,65,2013-06-19 08:50:05.000000,2013-06-19 19:49:02.000000,70.2941492267772,10.9827777777778,13.789444444444445,0.5613221519264702
415,65,2013-06-20 09:36:24.000000,2013-06-20 19:38:55.000000,87.0389030401865,10.0422222222222,13.063611111111111,0.40093741023958673
417,65,2013-06-24 08:11:26.000000,2013-06-24 20:56:18.000000,97.9715902164619,12.7480555555556,12.691944444444445,0.31881158384194047
418,65,2013-06-25 09:37:49.000000,2013-06-25 20:36:20.000000,61.7494293288645,10.9755555555556,12.132222222222222,0.19513180791424406
419,65,2013-06-26 08:44:16.000000,2013-06-26 20:26:10.000000,74.9869733377558,11.6986111111111,13.248055555555556,0.44169342573139336
420,65,2013-06-27 09:41:03.000000,2013-06-27 19:07:31.000000,88.5969047410246,9.44138888888889,13.653888888888888,0.5313689357216481
422,65,2013-07-01 09:43:45.000000,2013-07-01 19:24:00.000000,91.7551303232505,9.67111111111111,14.320833333333333,0.6787412146310271
423,65,2013-07-02 09:43:15.000000,2013-07-02 20:04:15.000000,72.6300165051148,10.3502777777778,12.899722222222222,0.3647234808116259
426,65,2013-07-08 08:45:39.000000,2013-07-08 20:30:39.000000,78.0271620754055,11.7502777777778,13.2625,0.4448851618843659
554,66,2013-06-11 07:18:43.000000,2013-06-11 20:18:18.000000,57.1592781931585,12.9933333333333,12.899444444444445,0.36466210127022275
555,66,2013-06-12 09:12:16.000000,2013-06-12 18:42:24.000000,26.9679369114232,9.5025,13.448611111111111,0.48600945462459255
556,66,2013-06-13 08:09:19.000000,2013-06-13 18:26:02.000000,47.5895180427094,10.2788888888889,13.0325,0.39406290160241464
558,66,2013-06-17 08:45:06.000000,2013-06-17 17:28:08.000000,45.7431564560278,8.7175,14.301944444444445,0.6745674058156013
559,66,2013-06-18 07:46:15.000000,2013-06-18 20:54:10.000000,58.3300604472973,13.1322222222222,11.497222222222222,0.05481817626624742
560,66,2013-06-19 08:24:00.000000,2013-06-19 18:12:24.000000,28.1310913813586,9.80694444444444,13.80861111111111,0.5655573402832992
561,66,2013-06-20 08:00:55.000000,2013-06-20 19:10:47.000000,47.6117740627673,11.1647222222222,12.009166666666667,0.16794067107257218
563,66,2013-06-24 08:45:12.000000,2013-06-24 16:42:34.000000,43.0999520414028,7.95638888888889,14.591666666666667,0.7385862674992673
564,66,2013-06-25 07:18:04.000000,2013-06-25 20:35:30.000000,57.1254168505048,13.2908333333333,11.28138888888889,0.007126272595865546
565,66,2013-06-26 07:52:23.000000,2013-06-26 18:47:08.000000,41.2433445415382,10.9127777777778,12.846388888888889,0.352938608862188
566,66,2013-06-27 07:37:55.000000,2013-06-27 18:04:55.000000,57.10628175497,10.4502777777778,15.447777777777778,0.9277580141043094
428,67,2013-06-12 07:05:20.000000,2013-06-12 21:28:53.000000,65.7020709942167,14.3927777777778,11.661666666666667,0.0911548647770149
429,67,2013-06-13 09:08:35.000000,2013-06-13 21:02:55.000000,62.068896118595,11.9058333333333,9.934166666666666,-0.2905645032102519
431,67,2013-06-17 07:35:24.000000,2013-06-17 19:54:50.000000,76.4672368826515,12.3241666666667,11.606388888888889,0.07894033603775345
432,67,2013-06-18 07:31:13.000000,2013-06-18 22:03:27.000000,51.9143415129078,14.5375,10.531666666666666,-0.15853710965170378
433,67,2013-06-19 08:35:21.000000,2013-06-19 21:34:47.000000,53.6984589722672,12.9908333333333,11.528888888888888,0.061815443986226175
435,68,2013-06-11 19:13:16.000000,2013-06-11 21:15:01.000000,43.3034375794235,2.02944444444444,12.151111111111112,0.1993056167296703
436,68,2013-06-12 09:24:05.000000,2013-06-12 22:30:42.000000,132.921153609316,13.1105555555556,10.684722222222222,-0.12471698233847275
437,68,2013-06-13 09:11:47.000000,2013-06-13 19:48:02.000000,121.919361570663,10.6044444444444,13.233333333333333,0.43844031003701694
439,68,2013-06-17 09:41:09.000000,2013-06-17 23:06:52.000000,126.000623209296,13.4288888888889,10.084166666666667,-0.2574195508524573
440,68,2013-06-18 09:11:55.000000,2013-06-18 22:11:00.000000,114.196740622065,12.985,11.363888888888889,0.025355996392652423
441,68,2013-06-19 09:32:50.000000,2013-06-19 22:34:42.000000,133.508622630008,13.0313888888889,10.543611111111112,-0.15589778937136067
442,68,2013-06-20 09:07:19.000000,2013-06-20 19:51:15.000000,121.950578963612,10.7325,13.033055555555556,0.3941856606852213
444,68,2013-06-24 09:47:53.000000,2013-06-24 23:11:12.000000,123.971595267844,13.3888888888889,9.985,-0.2793320471334438
445,68,2013-06-25 09:10:18.000000,2013-06-25 15:35:59.000000,60.7550872432372,6.42833333333333,15.79138888888889,1.00368450682022
446,68,2013-06-26 07:23:28.000000,2013-06-26 21:21:11.000000,200.891040103146,13.9622222222222,11.896666666666667,0.14308195680422614
447,68,2013-06-27 09:14:59.000000,2013-06-27 21:54:05.000000,74.6779769443098,12.6519444444444,13.9,0.5857512094049927
450,68,2013-07-02 20:16:19.000000,2013-07-02 22:25:51.000000,43.6225237778388,2.15916666666667,10.725277777777778,-0.11575556929358735
452,70,2013-06-13 09:18:46.000000,2013-06-13 16:52:10.000000,17.3288665012028,7.55694444444444,14.505,0.7194358505814306
454,70,2013-06-17 07:25:27.000000,2013-06-17 16:55:15.000000,20.276257322544,9.49694444444444,14.489444444444445,0.7159985962628443
455,70,2013-06-18 07:24:37.000000,2013-06-18 16:47:26.000000,21.7178468710245,9.38055555555556,16.098055555555554,1.0714475205294882
456,70,2013-06-19 08:53:19.000000,2013-06-19 15:54:03.000000,25.8062677850808,7.0125,17.401666666666667,1.3595017083352843
457,70,2013-06-20 09:18:09.000000,2013-06-20 16:50:42.000000,22.0203550894396,7.54277777777778,14.712222222222222,0.7652249884683093
459,70,2013-06-24 07:19:44.000000,2013-06-24 16:53:38.000000,20.6338923951956,9.56527777777778,14.5275,0.7244075934350995
460,70,2013-06-25 07:25:17.000000,2013-06-25 19:12:40.000000,23.2558453236432,11.79,13.73611111111111,0.549537279977032
461,70,2013-06-26 08:56:50.000000,2013-06-26 17:40:25.000000,24.1577414792984,8.72666666666667,15.631944444444445,0.9684526500547125
462,70,2013-06-27 09:18:20.000000,2013-06-27 17:07:47.000000,18.132400195126,7.82444444444444,14.339166666666667,0.6827922643636467
464,70,2013-07-01 07:19:31.000000,2013-07-01 16:44:44.000000,17.5053746604751,9.42055555555556,14.70111111111111,0.7627698068121764
465,70,2013-07-02 07:26:48.000000,2013-07-02 16:40:26.000000,25.3533895794702,9.2275,16.148333333333333,1.08255721752349
468,70,2013-07-08 07:22:34.000000,2013-07-08 17:07:21.000000,22.113320213334,9.74666666666667,14.385277777777778,0.6929812682365983
469,70,2013-07-09 07:30:28.000000,2013-07-09 17:09:49.000000,21.7879378148827,9.65611111111111,15.712777777777777,0.9863140966030793
472,71,2013-06-17 08:34:32.000000,2013-06-17 20:21:59.000000,67.765436738258,11.7911111111111,12.808055555555555,0.34446823214852923
473,71,2013-06-18 09:10:28.000000,2013-06-18 20:11:59.000000,54.8804540062898,11.0255555555556,12.473055555555556,0.27044450521612173
474,71,2013-06-19 08:40:22.000000,2013-06-19 19:40:39.000000,50.8705633033651,11.005,13.738055555555556,0.5499669367668554
475,71,2013-06-20 09:24:56.000000,2013-06-20 18:47:41.000000,59.3319158081532,9.37944444444445,13.491388888888888,0.4954619040007042
477,71,2013-06-24 08:49:38.000000,2013-06-24 19:46:12.000000,67.8549031946455,10.9430555555556,13.170277777777779,0.42450715413846296
478,71,2013-06-25 08:56:25.000000,2013-06-25 20:13:42.000000,60.3759459206674,11.2883333333333,12.7975,0.342135809575203
479,71,2013-06-26 09:01:33.000000,2013-06-26 20:23:29.000000,53.5919817970357,11.3658333333333,13.593333333333334,0.517988195695724
480,71,2013-06-27 09:59:05.000000,2013-06-27 21:47:51.000000,66.7172899857628,11.8130555555556,11.032777777777778,-0.04780841696010881
482,71,2013-07-01 08:47:30.000000,2013-07-01 21:18:46.000000,69.9353836158434,12.5213888888889,12.30888888888889,0.2341691962467578
483,71,2013-07-02 09:37:18.000000,2013-07-02 20:08:31.000000,54.9787345787495,10.5205555555556,12.323888888888888,0.23748369148253698
486,71,2013-07-08 09:08:00.000000,2013-07-08 19:28:12.000000,67.9179017277394,10.3369444444444,13.393055555555556,0.47373354634392795
487,71,2013-07-09 08:51:47.000000,2013-07-09 20:28:34.000000,64.0507076256046,11.6133333333333,12.251388888888888,0.2214636311762697
490,72,2013-06-17 07:41:02.000000,2013-06-17 23:16:11.000000,58.8180965990424,15.5861111111111,9.224722222222223,-0.44732785195433894
491,72,2013-06-18 08:29:40.000000,2013-06-18 20:51:45.000000,58.7096068985293,12.3683333333333,12.577777777777778,0.2935845923251745
492,72,2013-06-19 09:26:25.000000,2013-06-19 23:08:11.000000,62.8354384960747,13.6963888888889,9.856944444444444,-0.3076280157203756
493,72,2013-06-20 08:59:36.000000,2013-06-20 22:48:19.000000,63.5747359732623,13.8122222222222,9.802777777777777,-0.31959702629402376
495,72,2013-06-24 09:02:58.000000,2013-06-24 23:25:20.000000,61.2969678073224,14.3730555555556,9.48,-0.390920053404685
496,72,2013-06-25 08:54:08.000000,2013-06-25 22:57:50.000000,61.6009533262451,14.0619444444444,10.086666666666666,-0.2568671349798275
497,72,2013-06-26 09:03:02.000000,2013-06-26 21:25:37.000000,62.7218548864579,12.3766666666667,11.605277777777777,0.07869481787214012
498,72,2013-06-27 09:01:56.000000,2013-06-27 23:26:48.000000,62.9227579586403,14.4147222222222,0.7372222222222222,-2.3227797395328773
500,72,2013-07-01 08:44:48.000000,2013-07-01 23:27:01.000000,57.6851432306745,14.7038888888889,0.7961111111111111,-2.3097672767553727
501,72,2013-07-02 00:14:47.000000,2013-07-02 22:20:13.000000,61.0221251637489,22.0908333333333,10.266111111111112,-0.21721595123328044
504,72,2013-07-08 08:43:33.000000,2013-07-08 22:27:20.000000,57.4481466540756,13.73,1.5555555555555556,-2.1419556105586874
505,72,2013-07-09 00:00:40.000000,2013-07-09 23:05:23.000000,62.3350578757304,23.0788888888889,9.787222222222223,-0.3230342806126096
508,75,2013-06-17 10:01:02.000000,2013-06-17 17:34:02.000000,66.3138547476318,7.55027777777778,16.128055555555555,1.0780765110010475
509,75,2013-06-18 09:41:43.000000,2013-06-18 18:00:06.000000,68.5929425464058,8.30666666666667,15.852222222222222,1.0171266263875476
