,vid,start_ts,end_ts,distance_total,absolute_time_duration_hrs,Rolling_diff,Z-score parked time
510,75,2013-06-19 09:51:14.000000,2013-06-19 18:22:04.000000,68.6374324350646,8.51416666666667,15.211944444444445,0.8756467834528878
511,75,2013-06-20 09:34:47.000000,2013-06-20 17:49:51.000000,78.6966935461178,8.25138888888889,15.591388888888888,0.9594912370098271
513,75,2013-06-24 10:03:52.000000,2013-06-24 17:41:02.000000,64.3910560879999,7.61972222222222,16.02638888888889,1.0556115988474313
514,75,2013-06-25 09:42:37.000000,2013-06-25 18:17:35.000000,71.3175358957019,8.58305555555556,15.675833333333333,0.9781506175964374
515,75,2013-06-26 09:58:08.000000,2013-06-26 19:07:38.000000,66.6730862826876,9.15861111111111,14.7825,0.7807540124433504
516,75,2013-06-27 09:54:35.000000,2013-06-27 18:40:56.000000,87.5446893126835,8.77277777777778,15.21888888888889,0.877181271987971
518,75,2013-07-01 09:33:00.000000,2013-07-01 18:20:31.000000,72.3272786785759,8.79222222222222,15.056111111111111,0.8412128607256235
519,75,2013-07-02 09:23:53.000000,2013-07-02 19:35:41.000000,73.2132360234314,10.1969444444444,13.678055555555556,0.5367089558237376
522,75,2013-07-08 10:13:09.000000,2013-07-08 17:50:50.000000,64.1655724857452,7.62833333333333,15.635,0.9691278250101489
523,75,2013-07-09 09:28:56.000000,2013-07-09 18:18:13.000000,71.897190879726,8.82166666666667,15.469166666666666,0.932484238792365
526,76,2013-06-17 08:02:58.000000,2013-06-17 20:37:02.000000,68.3293104998255,12.5680555555556,11.278333333333334,0.0064510976404290815
527,76,2013-06-18 07:53:44.000000,2013-06-18 17:49:18.000000,86.4246546181866,9.92638888888889,15.11888888888889,0.8550846370827747
528,76,2013-06-19 08:56:26.000000,2013-06-19 17:27:32.000000,79.4756469339171,8.51861111111111,14.630277777777778,0.7471180237543291
529,76,2013-06-20 08:05:21.000000,2013-06-20 17:54:03.000000,76.386598203715,9.81194444444444,14.029166666666667,0.6142926961575379
531,76,2013-06-24 07:58:53.000000,2013-06-24 17:36:36.000000,67.6806940100404,9.62888888888889,14.525833333333333,0.7240393161866796
532,76,2013-06-25 08:08:09.000000,2013-06-25 18:43:24.000000,88.9575416449634,10.5877777777778,14.471666666666666,0.7120703056130314
533,76,2013-06-26 09:11:42.000000,2013-06-26 17:11:29.000000,51.1374173116703,7.99666666666667,15.115833333333333,0.8544094621273379
534,76,2013-06-27 08:18:26.000000,2013-06-27 17:38:40.000000,77.4476071558997,9.3375,14.78138888888889,0.780508494277737
536,76,2013-07-01 08:10:05.000000,2013-07-01 18:12:28.000000,66.9510722325958,10.04,13.801944444444445,0.5640842312896196
537,76,2013-07-02 08:00:35.000000,2013-07-02 21:22:29.000000,113.72136533136,13.3652777777778,10.91611111111111,-0.07358782434950463
540,76,2013-07-08 08:07:05.000000,2013-07-08 20:05:33.000000,69.0388687618529,11.9747222222222,12.090555555555556,0.18592487670374572
541,76,2013-07-09 08:10:59.000000,2013-07-09 18:35:03.000000,85.4760405936658,10.4013888888889,14.682777777777778,0.7587187570795573
544,77,2013-06-17 10:03:57.000000,2013-06-17 19:52:20.000000,35.2082814234497,9.80666666666667,13.535277777777777,0.5051598715424293
545,77,2013-06-18 09:24:27.000000,2013-06-18 21:04:05.000000,35.8609640330856,11.6608333333333,12.18361111111111,0.20648702307385886
546,77,2013-06-19 09:15:06.000000,2013-06-19 21:55:20.000000,60.9920193196727,12.6708333333333,11.632222222222222,0.08464863338826242
547,77,2013-06-20 09:33:16.000000,2013-06-20 22:36:50.000000,61.3301278604193,13.0597222222222,10.388055555555555,-0.1902703325572219
549,77,2013-06-24 09:39:04.000000,2013-06-24 17:40:49.000000,27.1248492520503,8.02944444444444,15.721388888888889,0.9882168623865825
550,77,2013-06-25 09:24:06.000000,2013-06-25 19:43:33.000000,32.3248277715829,10.3244444444444,14.973888888888888,0.8230445164702398
552,77,2013-07-09 14:37:34.000000,2013-07-09 19:50:04.000000,57.2441690586607,5.20861111111111,14.03138888888889,0.6147837324887646
43,102,2013-09-10 09:00:52.000000,2013-09-10 17:50:58.000000,44.5673238898368,8.83527777777778,16.24638888888889,1.1042241956388636
44,102,2013-09-11 10:05:45.000000,2013-09-11 18:42:01.000000,53.553442340933,8.60472222222222,15.375277777777777,0.9117379537980417
45,102,2013-09-12 10:04:32.000000,2013-09-12 17:49:17.000000,46.5665830318788,7.74611111111111,16.310833333333335,1.1184642492444345
47,102,2013-09-16 09:30:06.000000,2013-09-16 18:48:05.000000,57.9775821697317,9.3,15.36138888888889,0.9086689767278757
48,102,2013-09-17 10:09:46.000000,2013-09-17 18:17:19.000000,48.3416883390814,8.12611111111111,15.809166666666666,1.0076127974700324
49,102,2013-09-18 10:05:52.000000,2013-09-18 23:29:35.000000,52.6400708613221,13.3955555555556,1.9613888888888888,-2.0522801005684324
50,102,2013-09-19 01:27:16.000000,2013-09-19 22:37:34.000000,35.2055818211145,21.1719444444444,1.8663888888888889,-2.073271903728369
51,102,2013-09-20 00:29:33.000000,2013-09-20 17:32:57.000000,32.3196748870766,17.0569444444444,15.677777777777777,0.9785802743862606
53,102,2013-09-23 08:23:27.000000,2013-09-23 16:11:24.000000,50.8151603415361,7.79944444444444,16.00611111111111,1.0511308923249885
54,102,2013-09-24 08:11:46.000000,2013-09-24 17:46:51.000000,37.1949526988197,9.585,14.5675,0.7332462473971784
55,102,2013-09-25 08:20:54.000000,2013-09-25 18:32:13.000000,45.5324209634146,10.1888888888889,13.679166666666667,0.5369544739893508
57,103,2013-09-10 07:38:01.000000,2013-09-10 19:29:58.000000,35.1168256587144,11.8661111111111,12.314166666666667,0.23533540753342092
58,103,2013-09-11 07:48:49.000000,2013-09-11 19:16:36.000000,35.9559007358025,11.4633333333333,15.030555555555555,0.8355659429165176
59,103,2013-09-12 10:18:26.000000,2013-09-12 18:50:27.000000,30.2038325403319,8.53388888888889,15.363333333333333,0.9090986335176989
60,103,2013-09-13 10:12:15.000000,2013-09-13 20:33:52.000000,31.0019661776881,10.3605555555556,13.839166666666667,0.572309089837665
62,103,2013-09-16 07:38:22.000000,2013-09-16 18:50:00.000000,34.9755666819517,11.1941666666667,15.630833333333333,0.9682071318890991
63,103,2013-09-17 10:27:51.000000,2013-09-17 17:40:11.000000,38.7596068514846,7.20583333333333,13.764722222222222,0.5558593727415742
64,103,2013-09-18 07:26:04.000000,2013-09-18 19:56:15.000000,29.8219627774293,12.5033333333333,11.46888888888889,0.048557463043108665
65,103,2013-09-19 07:24:23.000000,2013-09-19 19:44:31.000000,30.4591843200315,12.3358333333333,11.801111111111112,0.12196739456148323
66,103,2013-09-20 07:32:35.000000,2013-09-20 20:04:15.000000,28.1250584822353,12.5280555555556,13.785277777777777,0.56040145880542
68,103,2013-09-23 07:26:25.000000,2013-09-23 12:45:39.000000,22.9055873162252,5.32083333333333,21.480833333333333,2.2608602738430843
69,103,2013-09-24 10:14:30.000000,2013-09-24 17:59:50.000000,23.0942064108633,7.75583333333333,13.685277777777777,0.5383048239002238
70,103,2013-09-25 07:40:57.000000,2013-09-25 18:53:35.000000,45.2337696360425,11.2108333333333,15.422777777777778,0.9222338553780102
72,104,2013-09-10 07:37:39.000000,2013-09-10 17:53:06.000000,47.5717929911496,10.2577777777778,14.251388888888888,0.6633963292801962
73,104,2013-09-11 08:08:11.000000,2013-09-11 19:57:48.000000,46.2845832318429,11.8272222222222,11.596666666666666,0.07679205208863701
74,104,2013-09-12 07:33:36.000000,2013-09-12 18:22:59.000000,45.8591255157276,10.8233333333333,11.248888888888889,-5.513374832340263e-05
75,104,2013-09-13 05:37:55.000000,2013-09-13 20:05:44.000000,12.8478526571055,14.4638888888889,14.155833333333334,0.6422817670374533
77,104,2013-09-16 10:17:40.000000,2013-09-16 17:52:26.000000,52.7306867171336,7.57972222222222,16.48888888888889,1.1578085352839647
78,104,2013-09-17 10:21:46.000000,2013-09-17 19:15:16.000000,45.3499826548402,8.89194444444444,14.856388888888889,0.7970809704566342
79,104,2013-09-18 10:06:39.000000,2013-09-18 18:31:14.000000,46.3373614775085,8.41,15.73638888888889,0.991531357622362
80,104,2013-09-19 10:15:25.000000,2013-09-19 22:43:14.000000,47.652366083383,12.4638888888889,9.678888888888888,-0.34697230175990584
81,104,2013-09-20 08:23:58.000000,2013-09-20 19:14:16.000000,49.0042639307473,10.8386111111111,15.320555555555556,0.8996461841415873
83,104,2013-09-23 08:23:36.000000,2013-09-23 17:54:31.000000,50.3508321898199,9.51555555555556,16.213333333333335,1.096920030211868
84,104,2013-09-24 10:07:19.000000,2013-09-24 18:00:30.000000,40.038409581916,7.88666666666667,14.163055555555555,0.6438776351139396
85,104,2013-09-25 08:10:17.000000,2013-09-25 20:15:16.000000,45.9096874255599,12.0833333333333,11.9575,0.15652407637155386
87,105,2013-09-10 07:49:44.000000,2013-09-10 18:08:08.000000,59.17414241348,10.3069444444444,13.764444444444445,0.5557979932001711
88,105,2013-09-11 07:54:00.000000,2013-09-11 19:54:42.000000,77.8785493613055,12.0119444444444,12.046944444444444,0.17628828870342386
89,105,2013-09-12 07:57:31.000000,2013-09-12 20:14:26.000000,42.9949257328759,12.2822222222222,11.735833333333334,0.1075432023317022
90,105,2013-09-13 07:58:35.000000,2013-09-13 19:42:03.000000,52.4616456092331,11.7247222222222,13.403888888888888,0.47612734845865734
92,105,2013-09-24 07:51:51.000000,2013-09-24 19:39:53.000000,56.6627290957341,11.8008333333333,12.28,0.22778572394081198
93,105,2013-09-25 07:56:41.000000,2013-09-25 19:33:22.000000,52.4949743547217,11.6116666666667,12.410833333333333,0.25669548794177716
199,106,2013-09-11 09:31:30.000000,2013-09-11 18:29:12.000000,18.8581391801846,8.96194444444444,11.89638888888889,0.14302057726282302
200,106,2013-09-12 06:22:59.000000,2013-09-12 18:17:34.000000,35.1750695054206,11.91,13.679444444444444,0.537015853530754
95,107,2013-09-10 07:28:03.000000,2013-09-10 18:46:55.000000,43.0590973762663,11.3147222222222,13.086388888888889,0.4059705326346592
96,107,2013-09-11 07:52:06.000000,2013-09-11 18:38:59.000000,43.2870107493628,10.7816666666667,13.10388888888889,0.4098374437430686
98,108,2013-09-12 00:23:51.000000,2013-09-12 21:40:00.000000,46.572618167841,21.2694444444444,9.954722222222221,-0.286022417146406
99,108,2013-09-13 07:37:17.000000,2013-09-13 19:14:13.000000,41.5462621918608,11.6158333333333,13.9375,0.5940374474944413
101,108,2013-09-16 07:52:12.000000,2013-09-16 18:55:35.000000,37.5163048037344,11.0566666666667,12.324722222222222,0.23766783010674716
102,108,2013-09-17 07:15:04.000000,2013-09-17 19:11:48.000000,40.6963085425693,11.9458333333333,12.346944444444444,0.24257819341901302
103,108,2013-09-18 07:32:37.000000,2013-09-18 19:12:45.000000,43.1712380769718,11.6691666666667,12.399722222222222,0.25424030628564426
104,108,2013-09-19 07:36:44.000000,2013-09-19 19:21:02.000000,47.9902664786012,11.7386111111111,12.24388888888889,0.21980638355838028
106,108,2013-09-23 07:59:39.000000,2013-09-23 15:50:01.000000,27.3096807946339,7.83972222222222,15.835833333333333,1.0135052334447516
107,108,2013-09-24 07:40:10.000000,2013-09-24 18:45:11.000000,39.0685173823277,11.0838888888889,12.854722222222222,0.3547799951042876
108,108,2013-09-25 07:36:28.000000,2013-09-25 18:54:26.000000,41.6671417740286,11.2997222222222,12.703055555555556,0.32126676549807337
110,109,2013-09-11 08:16:22.000000,2013-09-11 23:33:46.000000,42.0189609168018,15.2902777777778,1.0750000000000002,-2.2481422171864365
111,109,2013-09-12 00:38:16.000000,2013-09-12 18:35:37.000000,96.5877319967139,17.9561111111111,13.686111111111112,0.538488962524434
113,109,2013-09-16 08:12:49.000000,2013-09-16 18:44:55.000000,55.5467327963796,10.5352777777778,13.483611111111111,0.4937432768414113
114,109,2013-09-17 08:13:56.000000,2013-09-17 18:59:39.000000,38.2502977255079,10.7622222222222,13.278333333333334,0.44838379574435566
115,109,2013-09-18 08:16:21.000000,2013-09-18 18:17:20.000000,42.2214629593298,10.0166666666667,13.519444444444444,0.5016612376824399
116,109,2013-09-19 07:48:30.000000,2013-09-19 18:26:47.000000,38.5433769655606,10.6383333333333,13.752777777777778,0.5532200524612315
118,109,2013-09-23 08:15:01.000000,2013-09-23 18:43:03.000000,43.0612978521179,10.4675,13.533611111111112,0.5047915942940097
119,109,2013-09-24 08:15:04.000000,2013-09-24 18:25:16.000000,35.4506703420416,10.1702777777778,13.7325,0.5487393459387888
120,109,2013-09-25 08:09:13.000000,2013-09-25 18:20:05.000000,41.1480243073941,10.1813888888889,13.893611111111111,0.5843394799527163
122,110,2013-09-11 08:05:45.000000,2013-09-11 23:49:18.000000,45.4309511760975,15.7261111111111,8.16777777777778,-0.6808770069939832
123,110,2013-09-12 07:59:22.000000,2013-09-12 18:44:54.000000,42.1204628069315,10.7591666666667,13.210833333333333,0.433468567183348
125,110,2013-09-16 07:56:03.000000,2013-09-16 20:22:16.000000,29.7574201263392,12.4372222222222,11.586666666666666,0.07458238859811742
126,110,2013-09-17 07:57:28.000000,2013-09-17 18:41:23.000000,24.9663376674878,10.7322222222222,13.253333333333334,0.4428596370180565
127,110,2013-09-18 07:56:35.000000,2013-09-18 18:52:13.000000,54.2372727999745,10.9275,13.25611111111111,0.4434734324320894
128,110,2013-09-19 08:07:35.000000,2013-09-19 18:31:41.000000,42.3067138150006,10.4019444444444,13.58,0.5150419777083644
129,110,2013-09-20 08:06:29.000000,2013-09-20 18:47:27.000000,50.978873774387,10.6830555555556,15.653333333333334,0.9731788747427684
131,110,2013-09-23 07:48:20.000000,2013-09-23 20:07:48.000000,34.2314437665113,12.3247222222222,11.910833333333333,0.14621231341579552
132,110,2013-09-24 08:02:27.000000,2013-09-24 18:49:34.000000,49.3947042121624,10.7855555555556,15.035833333333333,0.8367321542031808
133,110,2013-09-25 09:51:43.000000,2013-09-25 18:59:19.000000,50.4011474270413,9.12694444444444,13.131666666666666,0.4159753978834007
135,111,2013-09-11 09:51:08.000000,2013-09-11 21:29:34.000000,49.4053757053752,11.6408333333333,10.805833333333334,-0.0979555022866236
136,111,2013-09-12 08:17:55.000000,2013-09-12 19:21:37.000000,62.255372986001,11.0619444444444,14.574166666666667,0.734719356390858
138,111,2013-09-16 08:22:51.000000,2013-09-16 18:42:28.000000,57.8566384642155,10.3272222222222,15.115,0.8542253235031281
139,111,2013-09-17 09:49:22.000000,2013-09-17 18:48:05.000000,37.9278522285022,8.97888888888889,15.09361111111111,0.849499098815072
140,111,2013-09-18 09:53:42.000000,2013-09-18 18:27:43.000000,44.2517650817555,8.56722222222222,15.415,0.9205152282187168
141,111,2013-09-19 09:52:37.000000,2013-09-19 17:39:39.000000,32.2260458117154,7.78416666666667,16.238611111111112,1.1025055684795704
143,111,2013-09-23 10:02:13.000000,2013-09-23 19:05:30.000000,44.8356666442515,9.055,14.861666666666666,0.7982471817432972
144,111,2013-09-24 09:57:12.000000,2013-09-24 19:27:22.000000,46.7638455456331,9.50305555555556,14.393333333333333,0.6947612749372943
145,111,2013-09-25 09:50:58.000000,2013-09-25 18:32:28.000000,45.1076340688495,8.69194444444445,15.298333333333334,0.8947358208293215
147,112,2013-09-11 08:09:09.000000,2013-09-11 22:20:57.000000,62.7119966669428,14.1969444444444,10.452222222222222,-0.1760916584930542
148,112,2013-09-12 08:48:05.000000,2013-09-12 21:12:55.000000,87.3903393924121,12.4141666666667,11.446666666666667,0.043647099730842825
150,112,2013-09-16 08:01:59.000000,2013-09-16 17:34:28.000000,37.0007564050544,9.54166666666667,14.304444444444444,0.675119821688231
151,112,2013-09-17 07:52:44.000000,2013-09-17 18:10:12.000000,71.3524962807255,10.2913888888889,13.934444444444445,0.5933622725390048
152,112,2013-09-18 08:06:16.000000,2013-09-18 18:05:19.000000,63.7092104640825,9.98444444444444,16.009722222222223,1.051928826363232
153,112,2013-09-19 10:05:54.000000,2013-09-19 21:59:23.000000,54.5958774746864,11.8916666666667,10.798333333333334,-0.0996127499045134
155,112,2013-09-23 08:04:20.000000,2013-09-23 13:07:37.000000,33.3059838060279,5.055,18.744444444444444,1.656210411478948
156,112,2013-09-24 07:52:17.000000,2013-09-24 18:16:14.000000,63.0433243005533,10.3994444444444,13.642222222222221,0.5287909949827085
157,112,2013-09-25 07:54:46.000000,2013-09-25 18:03:10.000000,68.1329336508624,10.1402777777778,6.5713888888888885,-1.0336252314388816
255,115,2013-09-12 07:53:22.000000,2013-09-12 19:36:29.000000,40.7464344478052,11.7188888888889,12.54888888888889,0.28720112001922904
257,115,2013-09-16 08:09:58.000000,2013-09-16 19:22:59.000000,42.8217710526659,11.2172222222222,12.653055555555556,0.31021844804547505
258,115,2013-09-17 08:02:10.000000,2013-09-17 19:16:20.000000,42.0961758524693,11.2363888888889,12.59388888888889,0.29714460572656737
259,115,2013-09-18 07:51:58.000000,2013-09-18 19:22:03.000000,40.0717380922949,11.5016666666667,13.291944444444445,0.4513913932731184
260,115,2013-09-19 08:39:34.000000,2013-09-19 19:14:23.000000,40.9960592260148,10.5805555555556,13.116388888888888,0.41259952310621795
262,115,2013-09-23 07:26:51.000000,2013-09-23 19:10:11.000000,40.6387134118293,11.7225,12.945277777777777,0.3747897256017709
263,115,2013-09-24 08:06:54.000000,2013-09-24 19:25:33.000000,37.8266236189203,11.3111111111111,12.577222222222222,0.2934618332423678
264,115,2013-09-25 08:00:11.000000,2013-09-25 19:28:46.000000,37.6886210620158,11.4766666666667,12.078611111111112,0.183285556423403
159,116,2013-09-11 09:56:54.000000,2013-09-11 22:56:22.000000,37.8577105723963,12.9913888888889,9.179166666666667,-0.45739409674448395
160,116,2013-09-12 08:07:07.000000,2013-09-12 20:20:18.000000,33.8422256034055,12.22,11.786111111111111,0.11865289932570365
162,116,2013-09-16 09:52:32.000000,2013-09-16 18:42:10.000000,37.9987159536796,8.8275,15.273888888888889,0.889334421185829
163,116,2013-09-17 09:58:36.000000,2013-09-17 18:54:35.000000,45.1072464794075,8.93333333333333,13.16,0.42223611110653986
164,116,2013-09-18 08:04:11.000000,2013-09-18 20:11:42.000000,39.4788662331313,12.1255555555556,13.699166666666667,0.54137380097039
165,116,2013-09-19 09:53:39.000000,2013-09-19 18:35:59.000000,42.3543064025943,8.70583333333333,15.340555555555556,0.9040655111226265
167,116,2013-09-23 10:09:44.000000,2013-09-23 18:57:53.000000,35.091660233145,8.80277777777778,13.259444444444444,0.44420998692892943
168,116,2013-09-24 08:13:27.000000,2013-09-24 15:58:40.000000,27.4329773831577,7.75388888888889,16.201666666666668,1.0943420894729283
169,116,2013-09-25 08:10:46.000000,2013-09-25 18:21:06.000000,33.5805272420725,10.1725,15.578888888888889,0.9567291576466777
171,117,2013-09-10 08:36:36.000000,2013-09-10 21:13:54.000000,102.808317850125,12.6219444444444,11.069166666666666,-0.03976769703627359
172,117,2013-09-11 08:18:03.000000,2013-09-11 18:01:29.000000,84.0302014696515,9.72416666666667,14.540833333333333,0.7273538114224591
173,117,2013-09-12 08:33:56.000000,2013-09-12 19:56:52.000000,80.6422824810207,11.3825,12.286111111111111,0.2291360738516853
175,117,2013-09-16 08:25:14.000000,2013-09-16 18:05:31.000000,80.5679918870443,9.67166666666667,14.19361111111111,0.650629384668305
176,117,2013-09-17 08:17:08.000000,2013-09-17 21:19:58.000000,104.273135515178,13.0475,10.921666666666667,-0.07236023352143797
177,117,2013-09-18 08:15:16.000000,2013-09-18 17:39:54.000000,81.5215115005024,9.41083333333333,14.526944444444444,0.724284834352293
178,117,2013-09-19 08:11:31.000000,2013-09-19 23:06:38.000000,102.941019858275,14.9188888888889,9.330555555555556,-0.4239422466796729
180,117,2013-09-23 08:25:13.000000,2013-09-23 18:38:37.000000,92.4442383629916,10.2236111111111,13.671388888888888,0.5352358468300575
181,117,2013-09-24 08:18:54.000000,2013-09-24 21:34:01.000000,112.876055677293,13.2522222222222,10.660555555555556,-0.1300570024405617
182,117,2013-09-25 08:13:39.000000,2013-09-25 18:01:27.000000,92.7812698640475,9.79694444444444,6.435,-1.0637625862679134
184,118,2013-09-10 08:33:43.000000,2013-09-10 18:30:51.000000,72.7186621310197,9.9525,13.941944444444445,0.5950195201568946
185,118,2013-09-11 08:27:22.000000,2013-09-11 19:09:08.000000,68.1405409369122,10.6963888888889,13.305833333333334,0.4544603703432846
186,118,2013-09-12 08:27:29.000000,2013-09-12 18:42:22.000000,61.7127585783969,10.2483333333333,13.767222222222221,0.556411788614204
187,118,2013-09-13 08:28:24.000000,2013-09-13 21:11:19.000000,42.0791015114415,12.7155555555556,12.317777777777778,0.23613334157166405
189,118,2013-09-16 08:33:45.000000,2013-09-16 19:06:11.000000,71.0364205496306,10.5408333333333,13.248333333333333,0.4417548052727965
190,118,2013-09-17 08:21:05.000000,2013-09-17 18:35:21.000000,60.7714432178811,10.2380555555556,13.615,0.5227757999251832
191,118,2013-09-18 08:12:15.000000,2013-09-18 18:49:58.000000,60.8547945362125,10.6288888888889,14.296666666666667,0.6734011945289381
192,118,2013-09-19 09:07:46.000000,2013-09-19 23:58:49.000000,69.467932021358,14.8511111111111,1.038888888888889,-2.2561215575688682
193,118,2013-09-20 01:01:09.000000,2013-09-20 19:38:15.000000,69.5769151296218,18.6186111111111,13.838055555555556,0.5720635716720517
195,118,2013-09-23 08:22:06.000000,2013-09-23 18:46:36.000000,76.0481456046737,10.4086111111111,13.446666666666667,0.4855797978347694
196,118,2013-09-24 08:13:24.000000,2013-09-24 19:45:23.000000,70.2524931776994,11.5333333333333,5.191111111111111,-1.3386201726719944
197,118,2013-09-25 00:56:51.000000,2013-09-25 18:53:58.000000,65.1514605340678,17.9522222222222,14.238611111111112,0.6605728703756437
203,119,2013-09-10 10:35:23.000000,2013-09-10 18:40:49.000000,47.9793728998213,8.09083333333333,15.673333333333334,0.9775982017238076
204,119,2013-09-11 10:21:13.000000,2013-09-11 19:07:06.000000,48.1846009161243,8.765,15.11888888888889,0.8550846370827747
205,119,2013-09-12 10:14:14.000000,2013-09-12 18:21:41.000000,36.215147167098,8.12444444444444,15.967222222222222,1.0425377565285234
207,119,2013-09-16 10:27:07.000000,2013-09-16 13:39:15.000000,19.3143013009581,3.2025,20.77027777777778,2.103851406933384
208,119,2013-09-17 10:25:28.000000,2013-09-17 19:16:37.000000,42.5320377043692,8.85277777777778,14.86111111111111,0.7981244226604906
209,119,2013-09-18 10:08:17.000000,2013-09-18 18:58:18.000000,37.8866250489515,8.83388888888889,15.3575,0.9078096631482291
210,119,2013-09-19 10:19:45.000000,2013-09-19 22:36:16.000000,39.9182343703543,12.2755555555556,1.8875,-2.0686070585817165
212,119,2013-09-23 10:12:10.000000,2013-09-23 18:35:19.000000,31.7581133367435,8.38611111111111,15.72638888888889,0.9893216941318425
213,119,2013-09-24 10:18:54.000000,2013-09-24 18:54:40.000000,38.5489486628373,8.59638888888889,15.765555555555556,0.997976209469711
214,119,2013-09-25 10:40:36.000000,2013-09-25 19:17:38.000000,43.6005626397184,8.6175,15.006944444444445,0.8303486818972354
216,120,2013-09-10 08:23:31.000000,2013-09-10 19:11:00.000000,44.3992892411612,10.7916666666667,14.959722222222222,0.8199141598586703
217,120,2013-09-11 10:08:35.000000,2013-09-11 19:11:57.000000,39.6730474031595,9.05638888888889,15.006666666666666,0.8302873023558318
218,120,2013-09-12 10:12:21.000000,2013-09-12 19:19:47.000000,44.990825632258,9.12416666666667,14.400833333333333,0.6964185225551842
219,120,2013-09-13 09:43:50.000000,2013-09-13 20:33:39.000000,36.9466417892269,10.8305555555556,12.4075,0.2559589334449376
221,120,2013-09-16 10:07:59.000000,2013-09-16 23:42:58.000000,43.6031556085924,13.5833333333333,2.0997222222222223,-2.0217130889495776
222,120,2013-09-17 01:48:57.000000,2013-09-17 20:16:50.000000,29.0196757279991,18.465,11.782222222222222,0.11779358574605699
223,120,2013-09-18 08:03:46.000000,2013-09-18 23:27:48.000000,111.01041605138,15.4008333333333,7.976944444444444,-0.7230447519380666
224,120,2013-09-19 07:26:25.000000,2013-09-19 19:15:54.000000,39.6519780210748,11.825,13.289444444444445,0.45083897740048856
225,120,2013-09-20 08:33:16.000000,2013-09-20 20:11:42.000000,41.8158167641341,11.6408333333333,12.914444444444445,0.36797659650600234
227,120,2013-09-23 09:57:17.000000,2013-09-23 19:15:25.000000,50.6268378080148,9.3025,14.784722222222221,0.7812450487745767
228,120,2013-09-24 10:02:30.000000,2013-09-24 19:14:34.000000,39.6523755705835,9.20138888888889,6.192777777777778,-1.1172855463716111
229,120,2013-09-25 01:26:08.000000,2013-09-25 19:15:45.000000,38.9679370902455,17.8272222222222,14.825555555555555,0.7902678413608651
231,121,2013-09-11 08:10:53.000000,2013-09-11 23:05:10.000000,38.4110410908682,14.905,9.056111111111113,-0.48458523358615585
232,121,2013-09-12 08:08:32.000000,2013-09-12 18:40:41.000000,35.4445860949416,10.5361111111111,13.632777777777777,0.5267040905749957
234,121,2013-09-16 07:59:19.000000,2013-09-16 18:57:21.000000,33.6141215288487,10.9675,13.009722222222223,0.3890297792073421
235,121,2013-09-17 07:57:56.000000,2013-09-17 18:55:16.000000,35.5855633133396,10.9558333333333,13.075,0.40345397143712275
236,121,2013-09-18 07:59:46.000000,2013-09-18 18:48:46.000000,30.7738203633941,10.8169444444444,13.26361111111111,0.44513068004997924
237,121,2013-09-19 08:04:35.000000,2013-09-19 18:28:42.000000,30.3541698611028,10.4022222222222,13.677777777777777,0.536647576282334
239,121,2013-09-23 07:56:46.000000,2013-09-23 19:04:22.000000,43.521007404027,11.1269444444444,12.968055555555555,0.3798228479968434
240,121,2013-09-24 08:02:27.000000,2013-09-24 18:24:46.000000,32.2134569996467,10.3722222222222,15.319722222222222,0.8994620455173771
241,121,2013-09-25 09:43:57.000000,2013-09-25 18:55:57.000000,38.7775089868102,9.20027777777778,12.94361111111111,0.3744214483533509
243,122,2013-09-11 08:17:27.000000,2013-09-11 21:44:02.000000,61.2865965963219,13.4433333333333,10.546944444444444,-0.15516123487452108
244,122,2013-09-12 08:16:51.000000,2013-09-12 18:04:55.000000,62.0985795242129,9.80138888888889,14.088611111111112,0.6274279180178491
246,122,2013-09-16 08:22:56.000000,2013-09-16 19:09:44.000000,71.1640550068331,10.7802777777778,13.198611111111111,0.4307678673616017
247,122,2013-09-17 08:21:39.000000,2013-09-17 15:17:14.000000,45.6352491479179,6.92666666666667,17.090000000000003,1.2906338628807563
248,122,2013-09-18 08:22:38.000000,2013-09-18 18:20:39.000000,69.218749246872,9.96722222222222,14.11,0.6321541427059048
249,122,2013-09-19 08:27:15.000000,2013-09-19 19:18:18.000000,64.7084897241192,10.8511111111111,13.027222222222223,0.39289669031575153
251,122,2013-09-23 08:25:34.000000,2013-09-23 18:45:21.000000,71.0182777518508,10.33,13.775833333333333,0.5583145543977072
252,122,2013-09-24 08:31:54.000000,2013-09-24 15:56:00.000000,58.8226229281661,7.40194444444444,16.318888888888893,1.1202442559451313
253,122,2013-09-25 08:15:08.000000,2013-09-25 18:20:28.000000,61.9519833563577,10.0891666666667,13.850555555555555,0.5748256510352011
570,124,2012-10-08 07:15:25.000000,2012-10-08 18:46:21.000000,221.592405954716,11.5158333333333,5.933888888888889,-1.1744912789595081
571,124,2012-10-09 00:42:23.000000,2012-10-09 23:42:39.000000,71.0192722979148,23.0047222222222,9.343333333333334,-0.42111878777511996
572,124,2012-10-10 09:03:15.000000,2012-10-10 17:49:55.000000,159.820147836531,8.77805555555556,6.412222222222222,-1.0687957086629858
573,124,2012-10-11 00:14:39.000000,2012-10-11 17:52:09.000000,110.682109075148,17.6252777777778,6.325555555555556,-1.0879461255808225
575,124,2012-10-15 07:24:42.000000,2012-10-15 17:59:20.000000,261.671019025842,10.5775,6.463888888888889,-1.0573791139619677
