Tendances et prix d'ajustement du 01/06/2024
Heure de début;Heure de fin;Prix moyen pondéré à la hausse pour l'équilibre du système électrique(Euros/MWh);Prix le plus élevé des énergies d'équilibrage,comptabilisées à la hausse ou importées (en Euros/MWh);Prix moyen pondéré à la baisse pour l'équilibre du système électrique(Euros/MWh);Prix le moins élevé des énergies d'équilibrage,comptabilisées à la baisse ou exportées (en Euros/MWh);Prix moyen pondéré des Offres d'Ajustement Activées à la Hausse, pour la reconstitution des Services Système  (en Euros/MWh);Prix moyen pondéré des Offres d'Ajustement Activées à la Baisse, pour la reconstitution des Services Système  (en Euros/MWh);Prix moyen pondéré des Offres d'Ajustement Activées à la Hausse, pour la reconstitution des marges (en euros/MWh);Prix moyen pondéré des Offres d'Ajustement Activées à la Baisse, pour la reconstitution des marges (en euros/MWh);Prix Moyen Pondéré, des Offres d'Ajustement Activées à la hausse, pour cause P=C, à partir d'offres dont le DMO est inférieur ou égal à 13 minutes (en euros/MWh);Prix Moyen Pondéré des Offres d'Ajustement Activées à la Baisse, pour cause P=C, à partir d'offres dont le DMO est inférieur ou égal à 13 minutes (en euros/MWh);Prix Moyen Pondéré, des Offres d'Ajustement Activées à la hausse, pour cause P=C, à partir d'offres dont le DMO est strictement supérieur à 13 minutes (en euros/MWh);Prix Moyen Pondéré des Offres d'Ajustement Activées à la Baisse, pour cause P=C, à partir d'offres dont le DMO est strictement supérieur à 13 minutes (en euros/MWh);Prix Moyen Pondéré des offres d'aFRR activées à la Hausse (en euros/MWh);Prix Moyen Pondéré des offres d'aFRR activées à la Baisse(en euros/MWh);Prix clearing TERRE(en euros/MWh);Prix Moyen Pondéré des offres MEAS à la Hausse (en euros/MWh);Prix Moyen Pondéré des offres MEAS à la Baisse (en euros/MWh)
02/06/2024 18:30;02/06/2024 19:00;83.21;149.02;82.50;82.50;N/A;N/A;N/A;N/A;34.57;N/A;12.10;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 19:00;02/06/2024 19:30;81.49;341.94;8.46;6.20;N/A;N/A;N/A;N/A;116.82;6.20;57.25;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 19:30;02/06/2024 20:00;117.08;755.00;234.73;-14.50;N/A;0.90;N/A;N/A;184.43;-14.50;65.60;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 20:00;02/06/2024 20:30;193.32;755.00;334.60;8.95;N/A;0.61;N/A;N/A;244.97;N/A;103.54;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 20:30;02/06/2024 21:00;331.75;755.00;321.35;-16.60;N/A;0.61;N/A;N/A;361.43;-16.60;247.23;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 21:00;02/06/2024 21:30;350.39;755.00;171.28;-14.50;N/A;0.61;N/A;N/A;361.45;-14.50;310.53;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 21:30;02/06/2024 22:00;341.27;755.00;2.13;-14.50;N/A;0.61;N/A;N/A;347.22;-14.50;275.31;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 22:00;02/06/2024 22:30;322.04;347.60;-29.48;-44.32;N/A;0.61;N/A;N/A;326.60;N/A;275.12;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 22:30;02/06/2024 23:00;296.91;347.60;176.38;-12.00;N/A;1.21;N/A;N/A;326.60;-12.00;275.12;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 23:00;02/06/2024 23:30;226.33;347.60;272.08;18.68;N/A;0.26;N/A;N/A;244.31;N/A;274.93;N/A;N/A;N/A;N/A;N/A;N/A
02/06/2024 23:30;03/06/2024 00:00;268.39;347.60;152.67;-16.80;N/A;-0.04;N/A;N/A;268.16;-16.61;274.93;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 00:00;03/06/2024 00:30;177.03;327.42;277.93;16.47;N/A;-0.90;N/A;N/A;225.22;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 00:30;03/06/2024 01:00;36.48;276.86;276.86;78.50;N/A;-1.34;N/A;N/A;276.86;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 01:00;03/06/2024 01:30;75.44;138.40;98.92;-11.30;N/A;-2.98;N/A;N/A;N/A;-11.30;133.47;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 01:30;03/06/2024 02:00;91.64;138.40;134.26;24.57;N/A;-8.22;N/A;N/A;N/A;N/A;133.47;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 02:00;03/06/2024 02:30;28.05;50.30;48.10;14.27;N/A;-13.28;N/A;N/A;48.72;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 02:30;03/06/2024 03:00;27.28;32.85;20.27;11.18;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 03:00;03/06/2024 03:30;6.17;7.07;22.24;22.24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 03:30;03/06/2024 04:00;-7.27;-2.40;46.81;32.38;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 04:00;03/06/2024 04:30;4.84;6.75;7.08;41.16;N/A;-8.22;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 04:30;03/06/2024 05:00;37.94;57.90;51.32;-4.10;N/A;-8.22;N/A;N/A;56.12;-4.10;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 05:00;03/06/2024 05:30;99.15;138.40;132.69;0.00;N/A;-8.22;N/A;N/A;N/A;N/A;126.54;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 05:30;03/06/2024 06:00;61.84;138.40;138.40;78.50;N/A;-13.52;N/A;N/A;54.10;N/A;126.54;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 06:00;03/06/2024 06:30;163.95;337.69;136.93;-4.10;N/A;-13.52;139.50;N/A;265.40;16.20;274.45;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 06:30;03/06/2024 07:00;197.54;337.69;130.48;7.61;N/A;-13.52;124.68;N/A;253.94;N/A;274.92;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 07:00;03/06/2024 07:30;172.73;337.69;-12.30;-41.24;N/A;-12.97;138.36;N/A;327.07;4.10;275.10;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 07:30;03/06/2024 08:00;242.04;337.69;94.71;-10.10;N/A;-14.03;138.36;N/A;324.70;-1.20;275.10;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 08:00;03/06/2024 08:30;289.20;337.69;0.56;-10.10;N/A;-11.33;77.27;N/A;322.08;3.54;275.48;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 08:30;03/06/2024 09:00;326.10;337.69;-27.08;-69.39;N/A;-8.44;N/A;N/A;329.48;9.21;275.48;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 09:00;03/06/2024 09:30;303.83;337.69;-28.37;-92.47;N/A;-8.47;N/A;N/A;305.53;5.40;275.68;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 09:30;03/06/2024 10:00;114.20;337.69;-51.71;-97.96;N/A;-12.07;N/A;N/A;331.46;5.40;271.88;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 10:00;03/06/2024 10:30;4.26;5.26;8.07;5.60;N/A;-1.42;N/A;N/A;N/A;7.94;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 10:30;03/06/2024 11:00;5.00;-32.70;7.71;5.60;N/A;-2.52;N/A;N/A;N/A;9.37;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 11:00;03/06/2024 11:30;4.53;-33.27;7.10;5.60;N/A;-2.52;N/A;N/A;N/A;5.60;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 11:30;03/06/2024 12:00;25.59;-56.78;25.87;25.81;N/A;-2.52;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 12:00;03/06/2024 12:30;6.43;57.90;-18.11;-66.50;N/A;N/A;N/A;N/A;55.69;N/A;15.89;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 12:30;03/06/2024 13:00;14.63;57.90;-11.49;-68.40;N/A;N/A;N/A;N/A;56.80;N/A;15.89;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 13:00;03/06/2024 13:30;10.68;57.90;-9.14;-66.99;N/A;N/A;N/A;N/A;56.79;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 13:30;03/06/2024 14:00;-16.68;57.90;-25.37;-63.40;N/A;N/A;N/A;N/A;56.89;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 14:00;03/06/2024 14:30;13.65;57.90;10.46;10.46;N/A;N/A;N/A;N/A;57.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 14:30;03/06/2024 15:00;-27.84;-27.09;4.18;323.42;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 15:00;03/06/2024 15:30;180.49;331.92;331.92;323.42;N/A;N/A;N/A;N/A;326.12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 15:30;03/06/2024 16:00;132.44;331.92;331.91;45.09;N/A;N/A;N/A;N/A;326.12;N/A;15.89;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 16:00;03/06/2024 16:30;166.77;331.92;7.48;7.19;N/A;N/A;N/A;N/A;183.28;N/A;15.89;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 16:30;03/06/2024 17:00;181.95;331.92;-7.39;-36.30;N/A;N/A;N/A;N/A;181.95;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 17:00;03/06/2024 17:30;273.05;488.88;-84.10;-200.00;N/A;N/A;N/A;N/A;182.03;7.60;488.88;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 17:30;03/06/2024 18:00;380.03;488.88;4.58;-4.10;N/A;N/A;N/A;N/A;326.12;3.95;488.88;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 18:00;03/06/2024 18:30;249.11;331.92;-1.64;-62.14;N/A;N/A;N/A;N/A;260.19;4.24;N/A;5.72;N/A;N/A;N/A;N/A;N/A
03/06/2024 18:30;03/06/2024 19:00;193.79;331.92;4.04;-4.10;N/A;-24.86;N/A;N/A;326.12;4.24;N/A;5.72;N/A;N/A;N/A;N/A;N/A
03/06/2024 19:00;03/06/2024 19:30;242.22;331.92;0.22;-11.30;N/A;-25.28;N/A;N/A;326.12;-5.62;N/A;5.72;N/A;N/A;N/A;N/A;N/A
03/06/2024 19:30;03/06/2024 20:00;116.11;331.92;164.82;18.60;N/A;-25.28;N/A;N/A;165.64;18.60;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 20:00;03/06/2024 20:30;130.94;331.92;331.92;323.42;N/A;-6.71;N/A;N/A;326.12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 20:30;03/06/2024 21:00;242.05;331.92;50.60;50.54;N/A;-3.59;N/A;N/A;324.33;N/A;277.00;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 21:00;03/06/2024 21:30;208.06;348.88;240.51;43.34;N/A;0.90;N/A;N/A;325.69;N/A;331.61;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 21:30;03/06/2024 22:00;207.89;348.88;149.47;22.86;N/A;0.90;N/A;N/A;N/A;N/A;331.61;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 22:00;03/06/2024 22:30;239.08;338.00;-0.94;-2.77;N/A;N/A;N/A;N/A;N/A;N/A;317.30;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 22:30;03/06/2024 23:00;237.92;338.00;7.02;-4.32;N/A;N/A;N/A;N/A;N/A;18.60;320.11;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 23:00;03/06/2024 23:30;103.37;171.07;18.02;0.00;N/A;N/A;N/A;N/A;N/A;18.60;N/A;N/A;N/A;N/A;N/A;N/A;N/A
03/06/2024 23:30;04/06/2024 00:00;69.84;75.45;20.14;18.60;N/A;N/A;N/A;N/A;N/A;18.60;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 00:00;04/06/2024 00:30;81.42;116.52;35.50;35.50;N/A;N/A;N/A;N/A;42.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 00:30;04/06/2024 01:00;42.40;42.40;2.23;-12.52;N/A;N/A;N/A;N/A;42.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 01:00;04/06/2024 01:30;14.30;18.26;16.72;11.04;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 01:30;04/06/2024 02:00;-0.44;-0.44;15.89;12.16;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 02:00;04/06/2024 02:30;7.53;7.78;27.97;5.56;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 02:30;04/06/2024 03:00;31.89;34.20;14.41;5.56;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 03:00;04/06/2024 03:30;52.90;81.57;5.83;5.56;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 03:30;04/06/2024 04:00;19.90;21.51;5.68;5.56;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 04:00;04/06/2024 04:30;8.45;8.61;5.66;5.56;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 04:30;04/06/2024 05:00;9.97;10.14;5.59;5.56;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 05:00;04/06/2024 05:30;9.43;9.43;17.35;5.56;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 05:30;04/06/2024 06:00;10.14;10.14;14.83;11.36;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 06:00;04/06/2024 06:30;8.49;8.49;0.64;0.12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 06:30;04/06/2024 07:00;8.49;8.49;-8.41;-19.86;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 07:00;04/06/2024 07:30;-45.84;8.68;-45.74;-45.84;N/A;N/A;190.21;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 07:30;04/06/2024 08:00;-27.97;55.10;-8.03;-28.09;N/A;-4.65;190.21;N/A;55.10;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 08:00;04/06/2024 08:30;11.19;11.19;-14.80;-32.31;N/A;-4.65;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 08:30;04/06/2024 09:00;64.95;102.00;-27.36;-45.15;N/A;-4.65;N/A;N/A;64.95;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 09:00;04/06/2024 09:30;82.40;102.00;10.00;7.88;N/A;N/A;N/A;N/A;81.66;31.60;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 09:30;04/06/2024 10:00;92.34;92.34;-13.58;-29.24;N/A;N/A;N/A;N/A;N/A;18.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 10:00;04/06/2024 10:30;60.00;89.81;5.85;1.95;N/A;N/A;N/A;N/A;38.31;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 10:30;04/06/2024 11:00;82.59;89.82;-48.43;-65.93;N/A;N/A;N/A;N/A;33.60;15.19;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 11:00;04/06/2024 11:30;54.05;65.00;21.66;11.31;N/A;N/A;N/A;N/A;54.05;N/A;N/A;25.64;N/A;N/A;N/A;N/A;N/A
04/06/2024 11:30;04/06/2024 12:00;-17.56;-17.56;-3.00;-40.85;N/A;N/A;N/A;N/A;N/A;N/A;N/A;25.64;N/A;N/A;N/A;N/A;N/A
04/06/2024 12:00;04/06/2024 12:30;-17.56;-17.56;15.72;7.33;N/A;N/A;N/A;N/A;N/A;N/A;N/A;18.72;N/A;N/A;N/A;N/A;N/A
04/06/2024 12:30;04/06/2024 13:00;-13.33;0.00;8.03;5.56;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6.02;N/A;N/A;N/A;N/A;N/A
04/06/2024 13:00;04/06/2024 13:30;4.65;16.92;-2.14;-23.56;N/A;-74.60;N/A;N/A;N/A;N/A;16.92;-2.75;N/A;N/A;N/A;N/A;N/A
04/06/2024 13:30;04/06/2024 14:00;51.53;96.80;-9.87;-23.56;N/A;-74.60;N/A;N/A;60.12;N/A;N/A;-10.28;N/A;N/A;N/A;N/A;N/A
04/06/2024 14:00;04/06/2024 14:30;83.90;96.80;-14.47;-23.56;N/A;-74.60;N/A;N/A;87.98;N/A;N/A;-17.36;N/A;N/A;N/A;N/A;N/A
04/06/2024 14:30;04/06/2024 15:00;64.32;100.00;-19.29;-23.56;N/A;-74.60;N/A;N/A;68.34;N/A;N/A;-23.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 15:00;04/06/2024 15:30;67.63;100.00;-16.85;-23.56;N/A;-74.60;N/A;N/A;52.26;N/A;88.65;-23.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 15:30;04/06/2024 16:00;69.17;97.40;-16.42;-23.56;N/A;-74.60;N/A;N/A;51.90;N/A;88.65;-23.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 16:00;04/06/2024 16:30;55.53;88.00;-36.49;-79.50;N/A;-74.60;N/A;N/A;55.52;-19.06;N/A;-23.45;N/A;N/A;N/A;N/A;N/A
04/06/2024 16:30;04/06/2024 17:00;72.06;72.20;-33.59;-133.00;N/A;N/A;N/A;N/A;72.06;0.58;N/A;-23.14;N/A;N/A;N/A;N/A;N/A
04/06/2024 17:00;04/06/2024 17:30;12.29;12.29;-27.69;-133.00;N/A;N/A;N/A;N/A;N/A;-11.64;N/A;-23.68;N/A;N/A;N/A;N/A;N/A
04/06/2024 17:30;04/06/2024 18:00;75.27;340.04;-18.78;-133.00;N/A;N/A;N/A;N/A;45.74;-133.00;36.84;-18.09;N/A;N/A;N/A;N/A;N/A
04/06/2024 18:00;04/06/2024 18:30;100.94;340.16;-23.08;-33.21;N/A;N/A;N/A;N/A;120.12;N/A;86.46;-22.59;N/A;N/A;N/A;N/A;N/A
04/06/2024 18:30;04/06/2024 19:00;136.55;340.16;-54.66;-68.03;N/A;N/A;N/A;N/A;180.81;N/A;95.70;-22.56;N/A;N/A;N/A;N/A;N/A
04/06/2024 19:00;04/06/2024 19:30;247.88;340.16;14.99;8.00;N/A;N/A;N/A;N/A;322.92;12.40;109.94;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 19:30;04/06/2024 20:00;187.72;340.16;17.11;8.10;N/A;N/A;N/A;N/A;326.79;17.11;283.10;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 20:00;04/06/2024 20:30;240.22;340.16;338.14;44.81;N/A;-11.56;N/A;N/A;288.83;N/A;283.10;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 20:30;04/06/2024 21:00;271.95;340.16;143.76;12.44;N/A;-11.56;N/A;N/A;270.88;N/A;283.10;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 21:00;04/06/2024 21:30;254.03;340.16;117.13;12.44;N/A;-11.56;N/A;N/A;321.80;N/A;282.89;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 21:30;04/06/2024 22:00;255.31;340.16;-49.83;-67.81;N/A;1.17;N/A;N/A;326.67;N/A;282.89;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 22:00;04/06/2024 22:30;320.91;340.16;-26.26;-38.37;N/A;1.46;N/A;N/A;326.47;N/A;282.68;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 22:30;04/06/2024 23:00;284.13;340.16;65.56;14.90;N/A;1.46;N/A;N/A;325.51;14.90;282.68;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 23:00;04/06/2024 23:30;12.42;12.42;15.47;14.90;N/A;1.46;N/A;N/A;N/A;14.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A
04/06/2024 23:30;05/06/2024 00:00;9.31;9.31;-3.26;-60.05;N/A;1.46;N/A;N/A;N/A;14.54;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 00:00;05/06/2024 00:30;18.96;19.65;9.37;-7.91;N/A;1.46;N/A;N/A;N/A;9.73;N/A;25.64;N/A;N/A;N/A;N/A;N/A
05/06/2024 00:30;05/06/2024 01:00;4.95;4.95;-10.41;-65.30;N/A;N/A;N/A;N/A;N/A;22.13;N/A;20.47;N/A;N/A;N/A;N/A;N/A
05/06/2024 01:00;05/06/2024 01:30;5.56;-0.50;13.08;5.56;N/A;N/A;N/A;N/A;N/A;7.60;N/A;13.77;N/A;N/A;N/A;N/A;N/A
05/06/2024 01:30;05/06/2024 02:00;5.56;-0.50;11.61;5.56;N/A;N/A;N/A;N/A;N/A;7.60;N/A;11.47;N/A;N/A;N/A;N/A;N/A
05/06/2024 02:00;05/06/2024 02:30;-4.27;6.36;8.92;-4.65;N/A;N/A;N/A;N/A;N/A;7.60;N/A;8.80;N/A;N/A;N/A;N/A;N/A
05/06/2024 02:30;05/06/2024 03:00;-4.25;8.02;8.08;-4.65;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7.97;N/A;N/A;N/A;N/A;N/A
05/06/2024 03:00;05/06/2024 03:30;-0.94;10.35;8.12;-4.65;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7.97;N/A;N/A;N/A;N/A;N/A
05/06/2024 03:30;05/06/2024 04:00;0.01;9.90;7.97;-4.65;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7.97;N/A;N/A;N/A;N/A;N/A
05/06/2024 04:00;05/06/2024 04:30;52.90;91.03;7.78;-4.65;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7.78;N/A;N/A;N/A;N/A;N/A
05/06/2024 04:30;05/06/2024 05:00;17.19;24.60;8.13;-4.65;N/A;N/A;N/A;N/A;24.60;N/A;N/A;8.13;N/A;N/A;N/A;N/A;N/A
05/06/2024 05:00;05/06/2024 05:30;11.64;11.70;8.14;-4.65;N/A;N/A;N/A;N/A;N/A;7.60;N/A;8.13;N/A;N/A;N/A;N/A;N/A
05/06/2024 05:30;05/06/2024 06:00;11.62;11.70;8.66;-4.65;N/A;2.14;N/A;N/A;N/A;19.90;N/A;8.74;N/A;N/A;N/A;N/A;N/A
05/06/2024 06:00;05/06/2024 06:30;11.35;11.51;10.08;-4.65;N/A;3.51;N/A;N/A;N/A;19.90;N/A;7.62;N/A;N/A;N/A;N/A;N/A
05/06/2024 06:30;05/06/2024 07:00;21.03;21.74;17.10;-4.65;N/A;3.51;N/A;N/A;N/A;19.90;N/A;-4.65;N/A;N/A;N/A;N/A;N/A
05/06/2024 07:00;05/06/2024 07:30;14.24;14.36;21.59;19.90;N/A;1.46;118.33;N/A;N/A;19.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 07:30;05/06/2024 08:00;14.29;14.31;16.58;19.90;N/A;1.46;118.33;N/A;N/A;19.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 08:00;05/06/2024 08:30;109.35;141.89;44.78;19.90;N/A;1.46;N/A;N/A;50.80;19.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 08:30;05/06/2024 09:00;50.17;50.80;44.91;37.40;N/A;0.90;N/A;N/A;50.80;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 09:00;05/06/2024 09:30;87.77;106.00;88.37;34.01;N/A;0.90;N/A;N/A;50.80;N/A;106.00;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 09:30;05/06/2024 10:00;105.99;106.00;-2.74;-4.10;N/A;N/A;N/A;N/A;N/A;N/A;106.00;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 10:00;05/06/2024 10:30;-4.15;0.54;4.19;3.95;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 10:30;05/06/2024 11:00;16.76;16.76;0.84;-4.20;N/A;N/A;N/A;N/A;N/A;N/A;16.76;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 11:00;05/06/2024 11:30;16.76;16.76;4.41;-2.16;N/A;N/A;N/A;N/A;N/A;N/A;16.76;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 11:30;05/06/2024 12:00;16.72;16.76;45.00;44.83;N/A;N/A;N/A;N/A;N/A;N/A;16.76;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 12:00;05/06/2024 12:30;16.76;16.76;-47.02;-62.57;N/A;N/A;N/A;N/A;N/A;N/A;16.76;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 12:30;05/06/2024 13:00;15.10;16.76;15.85;12.62;N/A;N/A;N/A;N/A;N/A;N/A;16.76;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 13:00;05/06/2024 13:30;-2.62;2.72;19.21;15.04;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 13:30;05/06/2024 14:00;-21.14;-8.38;31.84;5.73;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 14:00;05/06/2024 14:30;-16.01;-16.01;33.26;32.33;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 14:30;05/06/2024 15:00;-78.20;-78.20;-19.87;-33.12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 15:00;05/06/2024 15:30;0.16;0.16;-69.36;-78.20;N/A;N/A;N/A;N/A;N/A;-3.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 15:30;05/06/2024 16:00;-78.20;-78.20;-62.42;-133.00;N/A;7.33;N/A;N/A;N/A;-133.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 16:00;05/06/2024 16:30;-12.96;-12.96;22.50;21.92;N/A;7.33;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 16:30;05/06/2024 17:00;-30.21;-29.09;13.49;43.38;N/A;7.33;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 17:00;05/06/2024 17:30;-38.83;-38.83;-39.81;-133.00;N/A;-20.42;N/A;N/A;N/A;-133.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A
05/06/2024 17:30;05/06/2024 18:00;31.25;35.90;-8.43;-133.00;N/A;-20.42;N/A;N/A;32.30;-23.53;N/A;N/A;N/A;N/A;N/A;N/A;N/A
