Heure de début,Heure de fin,Besoin en aFRR hausse exprimé par RTE (en MW),Besoin en aFRR baisse exprimé par RTE (en MW),Volume daFRR à la hausse activé pour la France (en MW),Volume daFRR à la baisse activé pour la France (en MW),Prix Moyen Pondéré d'aFRR activée à la hausse pour la France (en Euros/MWh),Prix Moyen Pondéré d'aFRR activée à la baisse pour la France (en Euros/MWh),Volume d'aFRR à la hausse activé en France (en MW),Volume d'aFRR à la baisse activé en France (en MW)
01/06/2024 00:00,01/06/2024 00:15,1017,0,527,0,124.41,25.51,527,0
01/06/2024 00:15,01/06/2024 00:30,1437,0,855,0,131.70,43.30,855,0
01/06/2024 00:30,01/06/2024 00:45,678,2,282,18,8.13,10.40,282,18
01/06/2024 00:45,01/06/2024 01:00,0,444,0,182,-7.68,6.49,0,182
01/06/2024 01:00,01/06/2024 01:15,631,47,202,156,6.72,8.58,202,156
01/06/2024 01:15,01/06/2024 01:30,774,0,226,0,5.96,43.30,226,0
01/06/2024 01:30,01/06/2024 01:45,948,0,91,0,6.11,43.30,91,0
01/06/2024 01:45,01/06/2024 02:00,545,0,13,1,6.02,14.34,13,1
01/06/2024 02:00,01/06/2024 02:15,1163,0,428,0,64.32,7.60,428,0
01/06/2024 02:15,01/06/2024 02:30,353,4,56,51,1.42,6.80,56,51
01/06/2024 02:30,01/06/2024 02:45,242,6,121,0,-3.18,0.00,121,0
01/06/2024 02:45,01/06/2024 03:00,3,318,2,227,0.00,7.53,2,227
01/06/2024 03:00,01/06/2024 03:15,408,22,141,75,8.71,6.51,141,75
01/06/2024 03:15,01/06/2024 03:30,461,0,158,0,-5.87,9.40,158,0
01/06/2024 03:30,01/06/2024 03:45,227,13,51,0,-19.23,9.40,51,0
01/06/2024 03:45,01/06/2024 04:00,2,261,3,163,0.00,8.16,3,163
01/06/2024 04:00,01/06/2024 04:15,1,233,0,151,7.36,7.58,0,151
01/06/2024 04:15,01/06/2024 04:30,48,43,4,55,5.65,8.07,4,55
01/06/2024 04:30,01/06/2024 04:45,5,174,0,172,5.91,5.91,0,172
01/06/2024 04:45,01/06/2024 05:00,21,181,0,77,7.03,7.03,0,77
01/06/2024 05:00,01/06/2024 05:15,0,604,0,482,-7.68,-37.71,0,482
01/06/2024 05:15,01/06/2024 05:30,0,439,0,370,-7.68,-1.64,0,370
01/06/2024 05:30,01/06/2024 05:45,0,436,0,396,-7.68,6.27,0,396
01/06/2024 05:45,01/06/2024 06:00,0,538,0,451,-7.68,-22.18,0,451
01/06/2024 06:00,01/06/2024 06:15,0,510,0,443,-7.68,6.20,0,443
01/06/2024 06:15,01/06/2024 06:30,0,441,0,370,-7.68,7.03,0,370
01/06/2024 06:30,01/06/2024 06:45,0,412,0,297,7.03,7.03,0,297
01/06/2024 06:45,01/06/2024 07:00,0,314,0,307,7.03,7.03,0,307
01/06/2024 07:00,01/06/2024 07:15,1,354,0,223,7.03,9.73,0,223
01/06/2024 07:15,01/06/2024 07:30,0,236,0,253,7.03,7.05,0,253
01/06/2024 07:30,01/06/2024 07:45,3,107,0,100,3.00,31.17,0,100
01/06/2024 07:45,01/06/2024 08:00,113,38,48,25,6.69,32.18,48,25
01/06/2024 08:00,01/06/2024 08:15,4,110,0,50,0.00,35.80,0,50
01/06/2024 08:15,01/06/2024 08:30,9,132,1,11,2.55,34.13,1,11
01/06/2024 08:30,01/06/2024 08:45,1,569,0,178,3.00,21.17,0,178
01/06/2024 08:45,01/06/2024 09:00,2,327,0,112,-17.56,20.86,0,112
01/06/2024 09:00,01/06/2024 09:15,340,21,208,45,50.37,15.16,208,45
01/06/2024 09:15,01/06/2024 09:30,460,0,206,0,10.70,43.30,206,0
01/06/2024 09:30,01/06/2024 09:45,1040,0,473,0,32.02,43.30,473,0
01/06/2024 09:45,01/06/2024 10:00,1812,0,495,0,41.76,43.30,495,0
01/06/2024 10:00,01/06/2024 10:15,1950,0,935,0,42.78,46.87,935,0
01/06/2024 10:15,01/06/2024 10:30,1415,0,260,8,-0.51,52.83,260,8
01/06/2024 10:30,01/06/2024 10:45,1537,0,13,13,-42.16,48.74,13,13
01/06/2024 10:45,01/06/2024 11:00,1394,0,74,1,-24.51,53.01,74,1
01/06/2024 11:00,01/06/2024 11:15,1307,0,54,10,-28.93,33.09,54,10
01/06/2024 11:15,01/06/2024 11:30,1645,0,510,0,8.05,53.01,510,0
01/06/2024 11:30,01/06/2024 11:45,1803,0,644,0,8.86,53.01,644,0
01/06/2024 11:45,01/06/2024 12:00,2265,0,1071,0,131.45,53.01,1071,0
01/06/2024 12:00,01/06/2024 12:15,1973,0,804,0,66.49,53.01,804,0
01/06/2024 12:15,01/06/2024 12:30,1511,0,125,0,-3.69,53.01,125,0
01/06/2024 12:30,01/06/2024 12:45,2502,0,669,0,53.10,53.01,669,0
01/06/2024 12:45,01/06/2024 13:00,2890,0,303,31,105.00,22.75,303,31
01/06/2024 13:00,01/06/2024 13:15,2197,0,727,0,67.79,46.00,727,0
01/06/2024 13:15,01/06/2024 13:30,483,41,19,26,-9.94,44.94,19,26
01/06/2024 13:30,01/06/2024 13:45,40,73,0,57,-26.77,43.02,0,57
01/06/2024 13:45,01/06/2024 14:00,35,217,0,153,-26.77,35.22,0,153
01/06/2024 14:00,01/06/2024 14:15,910,0,22,1,-24.50,0.00,22,1
01/06/2024 14:15,01/06/2024 14:30,525,0,0,5,-8.26,17.12,0,5
01/06/2024 14:30,01/06/2024 14:45,160,115,53,10,-17.35,9.31,53,10
01/06/2024 14:45,01/06/2024 15:00,0,458,0,185,-26.77,9.40,0,185
01/06/2024 15:00,01/06/2024 15:15,7,229,0,165,-26.77,27.16,0,165
01/06/2024 15:15,01/06/2024 15:30,0,370,0,320,-26.77,6.59,0,320
01/06/2024 15:30,01/06/2024 15:45,0,432,0,274,-26.77,6.59,0,274
01/06/2024 15:45,01/06/2024 16:00,0,585,0,443,-26.77,6.59,0,443
01/06/2024 16:00,01/06/2024 16:15,53,71,2,68,-20.80,26.54,2,68
01/06/2024 16:15,01/06/2024 16:30,2,318,1,48,-11.18,31.97,1,48
01/06/2024 16:30,01/06/2024 16:45,2,311,0,157,-20.80,21.88,0,157
01/06/2024 16:45,01/06/2024 17:00,51,29,4,6,-18.01,22.81,4,6
01/06/2024 17:00,01/06/2024 17:15,488,4,5,6,-17.00,32.22,5,6
01/06/2024 17:15,01/06/2024 17:30,736,0,124,0,6.30,22.07,124,0
01/06/2024 17:30,01/06/2024 17:45,947,0,686,0,54.22,43.30,686,0
01/06/2024 17:45,01/06/2024 18:00,1583,0,771,0,73.83,43.30,771,0
01/06/2024 18:00,01/06/2024 18:15,1089,65,332,81,42.56,7.15,332,81
01/06/2024 18:15,01/06/2024 18:30,212,43,32,80,6.14,25.95,32,80
01/06/2024 18:30,01/06/2024 18:45,767,0,478,0,33.93,43.30,478,0
01/06/2024 18:45,01/06/2024 19:00,1296,0,855,0,149.08,43.30,855,0
01/06/2024 19:00,01/06/2024 19:15,1033,0,368,21,22.28,29.82,368,21
01/06/2024 19:15,01/06/2024 19:30,648,0,134,0,2.83,43.30,134,0
01/06/2024 19:30,01/06/2024 19:45,11,472,35,63,-1.02,33.55,35,63
01/06/2024 19:45,01/06/2024 20:00,4,383,5,4,-15.08,22.61,5,4
01/06/2024 20:00,01/06/2024 20:15,312,4,56,6,-4.06,11.19,56,6
01/06/2024 20:15,01/06/2024 20:30,7,194,9,60,-7.08,8.70,9,60
01/06/2024 20:30,01/06/2024 20:45,1,261,0,61,-16.96,8.70,0,61
01/06/2024 20:45,01/06/2024 21:00,10,342,0,57,-7.68,8.70,0,57
01/06/2024 21:00,01/06/2024 21:15,212,9,23,9,5.40,2.53,23,9
01/06/2024 21:15,01/06/2024 21:30,70,55,3,20,-5.10,8.77,3,20
01/06/2024 21:30,01/06/2024 21:45,4,270,0,142,-7.68,8.73,0,142
01/06/2024 21:45,01/06/2024 22:00,0,598,0,410,-7.68,6.82,0,410
01/06/2024 22:00,01/06/2024 22:15,395,30,219,28,6.49,7.23,219,28
01/06/2024 22:15,01/06/2024 22:30,126,95,2,48,3.70,16.72,2,48
01/06/2024 22:30,01/06/2024 22:45,698,0,140,0,6.57,30.12,140,0
01/06/2024 22:45,01/06/2024 23:00,337,8,43,2,5.55,30.12,43,2
01/06/2024 23:00,01/06/2024 23:15,282,18,237,2,7.12,18.87,237,2
01/06/2024 23:15,01/06/2024 23:30,0,776,4,523,0.87,7.43,4,523
01/06/2024 23:30,01/06/2024 23:45,0,434,0,441,-7.68,13.73,0,441
01/06/2024 23:45,02/06/2024 00:00,0,1245,0,942,-7.68,-39.68,0,942
02/06/2024 00:00,02/06/2024 00:15,197,133,136,440,11.72,7.85,136,440
02/06/2024 00:15,02/06/2024 00:30,274,83,217,13,6.44,17.99,217,13
02/06/2024 00:30,02/06/2024 00:45,150,78,41,75,6.35,16.20,41,75
02/06/2024 00:45,02/06/2024 01:00,3,135,0,105,4.70,19.44,0,105
02/06/2024 01:00,02/06/2024 01:15,672,0,352,9,9.19,11.84,352,9
02/06/2024 01:15,02/06/2024 01:30,158,36,206,0,5.45,19.44,206,0
02/06/2024 01:30,02/06/2024 01:45,0,286,0,156,4.70,12.09,0,156
02/06/2024 01:45,02/06/2024 02:00,0,792,0,615,4.70,-1.21,0,615
02/06/2024 02:00,02/06/2024 02:15,184,103,113,270,8.70,-1.71,113,270
02/06/2024 02:15,02/06/2024 02:30,39,124,98,29,5.96,6.89,98,29
02/06/2024 02:30,02/06/2024 02:45,317,41,41,60,5.99,6.71,41,60
02/06/2024 02:45,02/06/2024 03:00,619,0,81,0,5.99,23.80,81,0
02/06/2024 03:00,02/06/2024 03:15,1226,0,642,0,75.81,11.60,642,0
02/06/2024 03:15,02/06/2024 03:30,1059,0,784,0,55.40,20.30,784,0
02/06/2024 03:30,02/06/2024 03:45,986,0,359,0,6.06,11.60,359,0
02/06/2024 03:45,02/06/2024 04:00,686,0,97,0,5.54,20.30,97,0
02/06/2024 04:00,02/06/2024 04:15,676,0,207,0,5.93,20.30,207,0
02/06/2024 04:15,02/06/2024 04:30,591,0,86,2,4.33,11.60,86,2
02/06/2024 04:30,02/06/2024 04:45,578,0,49,2,2.97,6.41,49,2
02/06/2024 04:45,02/06/2024 05:00,509,0,2,2,-5.31,15.72,2,2
02/06/2024 05:00,02/06/2024 05:15,425,0,141,0,6.30,2.17,141,0
02/06/2024 05:15,02/06/2024 05:30,644,0,416,0,62.61,20.30,416,0
02/06/2024 05:30,02/06/2024 05:45,433,0,132,1,2.10,20.30,132,1
02/06/2024 05:45,02/06/2024 06:00,124,5,0,15,-16.96,20.04,0,15
02/06/2024 06:00,02/06/2024 06:15,341,0,98,0,5.33,4.47,98,0
02/06/2024 06:15,02/06/2024 06:30,372,0,61,8,-4.46,20.59,61,8
02/06/2024 06:30,02/06/2024 06:45,657,0,8,1,-16.17,14.53,8,1
02/06/2024 06:45,02/06/2024 07:00,511,0,1,4,-9.13,19.78,1,4
02/06/2024 07:00,02/06/2024 07:15,503,0,203,1,5.68,10.88,203,1
02/06/2024 07:15,02/06/2024 07:30,448,0,121,5,1.87,9.42,121,5
02/06/2024 07:30,02/06/2024 07:45,382,0,4,8,-15.87,16.02,4,8
02/06/2024 07:45,02/06/2024 08:00,646,0,6,0,-16.42,17.02,6,0
02/06/2024 08:00,02/06/2024 08:15,387,0,15,0,-16.62,0.00,15,0
02/06/2024 08:15,02/06/2024 08:30,524,0,11,0,-15.84,22.57,11,0
02/06/2024 08:30,02/06/2024 08:45,754,0,8,2,-16.96,18.91,8,2
02/06/2024 08:45,02/06/2024 09:00,1834,0,187,0,7.12,23.80,187,0
02/06/2024 09:00,02/06/2024 09:15,946,0,223,13,4.42,17.43,223,13
02/06/2024 09:15,02/06/2024 09:30,1044,0,277,3,7.49,2.48,277,3
02/06/2024 09:30,02/06/2024 09:45,1223,0,362,0,7.49,20.30,362,0
02/06/2024 09:45,02/06/2024 10:00,1264,0,209,0,6.47,20.30,209,0
02/06/2024 10:00,02/06/2024 10:15,487,0,172,0,-4.18,23.80,172,0
02/06/2024 10:15,02/06/2024 10:30,623,0,265,0,-2.45,23.80,265,0
02/06/2024 10:30,02/06/2024 10:45,931,0,451,0,7.49,23.80,451,0
02/06/2024 10:45,02/06/2024 11:00,1088,0,505,0,6.92,23.80,505,0
02/06/2024 11:00,02/06/2024 11:15,812,0,516,0,6.92,20.30,516,0
02/06/2024 11:15,02/06/2024 11:30,826,0,181,10,-2.16,20.30,181,10
02/06/2024 11:30,02/06/2024 11:45,780,0,156,2,-3.89,15.32,156,2
02/06/2024 11:45,02/06/2024 12:00,1116,0,380,0,14.75,20.30,380,0
02/06/2024 12:00,02/06/2024 12:15,1149,0,755,0,24.31,23.80,755,0
02/06/2024 12:15,02/06/2024 12:30,604,0,100,0,-8.80,101.60,100,0
02/06/2024 12:30,02/06/2024 12:45,930,0,128,0,-4.22,101.60,128,0
02/06/2024 12:45,02/06/2024 13:00,615,0,2,8,-2.39,57.68,2,8
02/06/2024 13:00,02/06/2024 13:15,1331,0,259,0,1.43,56.30,259,0
02/06/2024 13:15,02/06/2024 13:30,463,2,10,28,0.00,35.12,10,28
02/06/2024 13:30,02/06/2024 13:45,355,0,4,4,-20.56,45.68,4,4
02/06/2024 13:45,02/06/2024 14:00,130,11,0,11,-26.77,44.21,0,11
02/06/2024 14:00,02/06/2024 14:15,871,0,95,1,-15.57,8.57,95,1
02/06/2024 14:15,02/06/2024 14:30,484,0,23,8,-26.51,21.04,23,8
02/06/2024 14:30,02/06/2024 14:45,193,3,4,2,-21.05,14.95,4,2
02/06/2024 14:45,02/06/2024 15:00,154,13,2,6,-21.73,19.59,2,6
02/06/2024 15:00,02/06/2024 15:15,769,0,10,1,-67.22,20.30,10,1
02/06/2024 15:15,02/06/2024 15:30,691,0,1,4,-51.62,12.12,1,4
02/06/2024 15:30,02/06/2024 15:45,856,0,4,1,-53.19,10.89,4,1
02/06/2024 15:45,02/06/2024 16:00,544,0,16,3,-43.93,16.14,16,3
02/06/2024 16:00,02/06/2024 16:15,259,5,8,3,-62.81,22.56,8,3
02/06/2024 16:15,02/06/2024 16:30,213,12,2,16,-70.28,18.93,2,16
02/06/2024 16:30,02/06/2024 16:45,826,0,150,0,1.69,23.90,150,0
02/06/2024 16:45,02/06/2024 17:00,828,0,258,0,-14.29,23.90,258,0
02/06/2024 17:00,02/06/2024 17:15,838,0,37,2,-20.37,25.94,37,2
02/06/2024 17:15,02/06/2024 17:30,914,0,149,0,-10.57,23.90,149,0
02/06/2024 17:30,02/06/2024 17:45,1584,0,856,0,122.00,50.10,856,0
02/06/2024 17:45,02/06/2024 18:00,1469,0,1074,0,106.40,50.10,1074,0
02/06/2024 18:00,02/06/2024 18:15,940,0,370,98,17.89,9.27,370,98
02/06/2024 18:15,02/06/2024 18:30,1031,0,514,14,108.98,0.00,514,14
02/06/2024 18:30,02/06/2024 18:45,1486,0,854,0,140.22,45.08,854,0
02/06/2024 18:45,02/06/2024 19:00,1609,0,877,0,149.02,45.08,877,0
02/06/2024 19:00,02/06/2024 19:15,1931,0,344,67,14.11,19.84,344,67
02/06/2024 19:15,02/06/2024 19:30,1304,0,20,16,-7.40,19.07,20,16
02/06/2024 19:30,02/06/2024 19:45,1225,0,217,0,7.47,52.45,217,0
02/06/2024 19:45,02/06/2024 20:00,293,4,199,10,3.93,25.25,199,10
02/06/2024 20:00,02/06/2024 20:15,85,238,11,88,-14.15,13.99,11,88
02/06/2024 20:15,02/06/2024 20:30,0,1036,0,595,-16.96,8.95,0,595
02/06/2024 20:30,02/06/2024 20:45,0,1129,7,164,8.22,19.99,7,164
02/06/2024 20:45,02/06/2024 21:00,0,1662,0,554,9.20,10.12,0,554
02/06/2024 21:00,02/06/2024 21:15,0,848,0,493,9.20,12.76,0,493
02/06/2024 21:15,02/06/2024 21:30,0,988,0,761,9.20,9.20,0,761
02/06/2024 21:30,02/06/2024 21:45,0,744,0,417,8.30,14.00,0,417
02/06/2024 21:45,02/06/2024 22:00,0,989,0,445,8.30,3.55,0,445
02/06/2024 22:00,02/06/2024 22:15,0,1217,0,897,7.72,-31.50,0,897
02/06/2024 22:15,02/06/2024 22:30,0,1317,0,949,7.72,-44.32,0,949
02/06/2024 22:30,02/06/2024 22:45,294,38,92,208,8.92,12.09,92,208
02/06/2024 22:45,02/06/2024 23:00,474,2,34,0,7.85,45.08,34,0
02/06/2024 23:00,02/06/2024 23:15,247,2,162,0,9.20,45.08,162,0
02/06/2024 23:15,02/06/2024 23:30,11,288,16,157,8.98,18.68,16,157
02/06/2024 23:30,02/06/2024 23:45,71,74,1,130,7.04,20.39,1,130
02/06/2024 23:45,03/06/2024 00:00,2,725,0,606,9.12,-16.80,0,606
03/06/2024 00:00,03/06/2024 00:15,777,2,465,143,72.57,16.47,465,143
03/06/2024 00:15,03/06/2024 00:30,713,0,401,0,7.62,56.30,401,0
03/06/2024 00:30,03/06/2024 00:45,1333,0,484,0,18.31,47.10,484,0
03/06/2024 00:45,03/06/2024 01:00,660,0,178,0,7.52,47.10,178,0
03/06/2024 01:00,03/06/2024 01:15,1329,0,686,0,71.28,47.10,686,0
03/06/2024 01:15,03/06/2024 01:30,814,0,473,0,7.79,47.10,473,0
03/06/2024 01:30,03/06/2024 01:45,836,0,287,0,6.91,24.57,287,0
03/06/2024 01:45,03/06/2024 02:00,136,31,8,13,-4.94,24.57,8,13
03/06/2024 02:00,03/06/2024 02:15,665,3,84,8,5.64,14.27,84,8
03/06/2024 02:15,03/06/2024 02:30,326,2,1,9,0.00,40.98,1,9
03/06/2024 02:30,03/06/2024 02:45,481,0,176,1,7.07,11.18,176,1
03/06/2024 02:45,03/06/2024 03:00,21,153,16,20,-1.27,20.70,16,20
03/06/2024 03:00,03/06/2024 03:15,551,1,92,2,7.07,22.24,92,2
03/06/2024 03:15,03/06/2024 03:30,313,0,88,0,5.23,47.10,88,0
03/06/2024 03:30,03/06/2024 03:45,201,0,9,1,-7.29,32.38,9,1
03/06/2024 03:45,03/06/2024 04:00,46,140,0,47,-2.40,47.10,0,47
03/06/2024 04:00,03/06/2024 04:15,903,0,77,1,6.75,41.16,77,1
03/06/2024 04:15,03/06/2024 04:30,898,0,15,2,-4.98,42.70,15,2
03/06/2024 04:30,03/06/2024 04:45,831,0,204,0,7.07,20.70,204,0
03/06/2024 04:45,03/06/2024 05:00,633,0,110,0,5.35,20.70,110,0
03/06/2024 05:00,03/06/2024 05:15,35,62,1,15,-4.29,9.45,1,15
03/06/2024 05:15,03/06/2024 05:30,585,0,177,1,7.07,0.00,177,1
03/06/2024 05:30,03/06/2024 05:45,665,0,379,0,7.07,63.30,379,0
03/06/2024 05:45,03/06/2024 06:00,717,0,331,0,7.61,63.30,331,0
03/06/2024 06:00,03/06/2024 06:15,169,11,148,0,2.11,50.00,148,0
03/06/2024 06:15,03/06/2024 06:30,0,634,24,266,-2.60,7.61,24,266
03/06/2024 06:30,03/06/2024 06:45,0,994,0,712,-16.96,7.61,0,712
03/06/2024 06:45,03/06/2024 07:00,13,312,22,249,-5.83,22.41,22,249
03/06/2024 07:00,03/06/2024 07:15,0,1335,4,614,0.00,-41.24,4,614
03/06/2024 07:15,03/06/2024 07:30,0,830,0,854,-20.80,-8.72,0,854
03/06/2024 07:30,03/06/2024 07:45,0,423,0,535,-20.80,-0.92,0,535
03/06/2024 07:45,03/06/2024 08:00,152,22,49,72,-15.75,30.33,49,72
03/06/2024 08:00,03/06/2024 08:15,178,43,143,0,3.10,56.30,143,0
03/06/2024 08:15,03/06/2024 08:30,2,294,4,217,0.00,10.84,4,217
03/06/2024 08:30,03/06/2024 08:45,0,771,0,581,-20.80,-42.72,0,581
03/06/2024 08:45,03/06/2024 09:00,0,1120,0,794,-20.80,-69.39,0,794
03/06/2024 09:00,03/06/2024 09:15,0,909,0,412,-20.80,12.07,0,412
03/06/2024 09:15,03/06/2024 09:30,0,1178,0,782,-20.80,-92.47,0,782
03/06/2024 09:30,03/06/2024 09:45,0,999,0,776,-20.80,-97.96,0,776
03/06/2024 09:45,03/06/2024 10:00,0,727,0,751,-20.80,-74.86,0,751
03/06/2024 10:00,03/06/2024 10:15,108,61,55,179,5.26,11.36,55,179
03/06/2024 10:15,03/06/2024 10:30,49,56,29,13,-18.71,38.34,29,13
03/06/2024 10:30,03/06/2024 10:45,118,24,10,20,-32.70,34.83,10,20
03/06/2024 10:45,03/06/2024 11:00,3,278,0,61,-78.20,24.71,0,61
03/06/2024 11:00,03/06/2024 11:15,38,63,12,115,-33.27,19.14,12,115
03/06/2024 11:15,03/06/2024 11:30,25,87,5,46,-40.83,25.96,5,46
03/06/2024 11:30,03/06/2024 11:45,8,100,0,78,-78.20,25.81,0,78
03/06/2024 11:45,03/06/2024 12:00,95,39,2,44,-56.78,27.82,2,44
03/06/2024 12:00,03/06/2024 12:15,45,155,0,38,0.00,34.82,0,38
03/06/2024 12:15,03/06/2024 12:30,0,892,0,651,-78.20,-66.50,0,651
03/06/2024 12:30,03/06/2024 12:45,3,255,0,369,-78.20,14.49,0,369
03/06/2024 12:45,03/06/2024 13:00,0,734,0,533,-78.20,-68.40,0,533
03/06/2024 13:00,03/06/2024 13:15,58,80,44,259,-10.10,-10.67,44,259
03/06/2024 13:15,03/06/2024 13:30,0,603,8,298,0.00,-66.99,8,298
03/06/2024 13:30,03/06/2024 13:45,0,686,0,574,-78.20,-63.40,0,574
03/06/2024 13:45,03/06/2024 14:00,0,727,0,541,-78.20,-57.30,0,541
03/06/2024 14:00,03/06/2024 14:15,135,94,6,214,1.14,10.46,6,214
03/06/2024 14:15,03/06/2024 14:30,502,0,76,0,-23.22,40.96,76,0
03/06/2024 14:30,03/06/2024 14:45,666,0,66,0,-27.09,101.60,66,0
03/06/2024 14:45,03/06/2024 15:00,514,0,28,0,-45.28,101.60,28,0
03/06/2024 15:00,03/06/2024 15:15,1068,0,100,0,4.99,56.30,100,0
03/06/2024 15:15,03/06/2024 15:30,710,0,281,0,6.37,56.30,281,0
03/06/2024 15:30,03/06/2024 15:45,574,0,441,0,16.60,56.30,441,0
03/06/2024 15:45,03/06/2024 16:00,290,14,136,0,1.27,45.09,136,0
03/06/2024 16:00,03/06/2024 16:15,1,256,0,197,-20.80,7.19,0,197
03/06/2024 16:15,03/06/2024 16:30,0,350,0,325,-20.80,8.74,0,325
03/06/2024 16:30,03/06/2024 16:45,2,477,0,286,-78.20,8.01,0,286
03/06/2024 16:45,03/06/2024 17:00,0,867,0,641,-78.20,-36.30,0,641
03/06/2024 17:00,03/06/2024 17:15,0,1585,0,722,-78.20,-200.00,0,722
03/06/2024 17:15,03/06/2024 17:30,0,1043,0,738,-78.20,-163.62,0,738
03/06/2024 17:30,03/06/2024 17:45,0,520,0,492,-78.20,5.39,0,492
03/06/2024 17:45,03/06/2024 18:00,115,26,21,41,-38.56,30.46,21,41
03/06/2024 18:00,03/06/2024 18:15,0,688,0,452,-17.56,-62.14,0,452
03/06/2024 18:15,03/06/2024 18:30,122,71,26,168,6.04,15.00,26,168
03/06/2024 18:30,03/06/2024 18:45,587,0,131,0,0.34,56.30,131,0
03/06/2024 18:45,03/06/2024 19:00,649,0,177,0,4.02,55.60,177,0
03/06/2024 19:00,03/06/2024 19:15,232,54,154,30,0.07,11.85,154,30
03/06/2024 19:15,03/06/2024 19:30,52,112,0,132,6.48,31.47,0,132
03/06/2024 19:30,03/06/2024 19:45,263,0,253,0,9.88,55.60,253,0
03/06/2024 19:45,03/06/2024 20:00,186,31,228,0,5.47,50.25,228,0
03/06/2024 20:00,03/06/2024 20:15,886,0,193,0,13.68,50.25,193,0
03/06/2024 20:15,03/06/2024 20:30,651,0,615,0,26.08,50.25,615,0
03/06/2024 20:30,03/06/2024 20:45,77,71,179,12,11.60,52.64,179,12
03/06/2024 20:45,03/06/2024 21:00,0,394,0,109,7.59,50.54,0,109
03/06/2024 21:00,03/06/2024 21:15,144,62,9,90,8.72,43.34,9,90
03/06/2024 21:15,03/06/2024 21:30,41,79,16,9,9.11,50.72,16,9
03/06/2024 21:30,03/06/2024 21:45,4,227,0,65,9.27,51.93,0,65
03/06/2024 21:45,03/06/2024 22:00,0,624,0,233,9.27,22.86,0,233
03/06/2024 22:00,03/06/2024 22:15,0,1041,0,791,9.27,1.12,0,791
03/06/2024 22:15,03/06/2024 22:30,0,1528,0,885,9.27,-2.77,0,885
03/06/2024 22:30,03/06/2024 22:45,0,649,0,662,9.27,15.06,0,662
03/06/2024 22:45,03/06/2024 23:00,15,580,0,686,8.95,-4.32,0,686
03/06/2024 23:00,03/06/2024 23:15,1262,0,531,41,171.07,0.00,531,41
03/06/2024 23:15,03/06/2024 23:30,704,0,524,0,34.84,54.29,524,0
03/06/2024 23:30,03/06/2024 23:45,1141,0,560,0,75.45,54.29,560,0
03/06/2024 23:45,04/06/2024 00:00,345,3,45,66,0.43,45.07,45,66
04/06/2024 00:00,04/06/2024 00:15,1123,0,211,0,116.52,56.20,211,0
04/06/2024 00:15,04/06/2024 00:30,240,209,448,22,85.77,35.50,448,22
04/06/2024 00:30,04/06/2024 00:45,0,578,0,332,9.42,36.95,0,332
04/06/2024 00:45,04/06/2024 01:00,0,1486,0,781,9.42,-12.52,0,781
04/06/2024 01:00,04/06/2024 01:15,103,149,71,312,18.26,11.04,71,312
04/06/2024 01:15,04/06/2024 01:30,6,193,29,70,4.62,41.91,29,70
04/06/2024 01:30,04/06/2024 01:45,45,66,11,73,-0.44,35.22,11,73
04/06/2024 01:45,04/06/2024 02:00,0,589,0,379,-17.56,12.16,0,379
04/06/2024 02:00,04/06/2024 02:15,298,7,52,113,7.78,32.41,52,113
04/06/2024 02:15,04/06/2024 02:30,48,87,2,36,0.48,41.48,2,36
04/06/2024 02:30,04/06/2024 02:45,638,0,324,0,34.20,51.10,324,0
04/06/2024 02:45,04/06/2024 03:00,19,141,25,140,1.48,41.05,25,140
04/06/2024 03:00,04/06/2024 03:15,1221,0,375,26,81.57,22.81,375,26
04/06/2024 03:15,04/06/2024 03:30,1013,0,242,0,8.40,51.10,242,0
04/06/2024 03:30,04/06/2024 03:45,1132,0,384,0,21.51,51.10,384,0
04/06/2024 03:45,04/06/2024 04:00,809,0,53,4,8.32,52.96,53,4
04/06/2024 04:00,04/06/2024 04:15,779,0,18,0,8.27,25.46,18,0
04/06/2024 04:15,04/06/2024 04:30,657,0,21,3,8.61,47.69,21,3
04/06/2024 04:30,04/06/2024 04:45,522,0,3,2,7.94,33.95,3,2
04/06/2024 04:45,04/06/2024 05:00,494,0,35,0,10.14,48.93,35,0
04/06/2024 05:00,04/06/2024 05:15,66,76,13,47,9.43,41.27,13,47
04/06/2024 05:15,04/06/2024 05:30,0,194,0,167,10.14,40.54,0,167
04/06/2024 05:30,04/06/2024 05:45,0,436,0,346,10.14,11.36,0,346
04/06/2024 05:45,04/06/2024 06:00,7,332,0,219,10.14,20.32,0,219
04/06/2024 06:00,04/06/2024 06:15,0,1603,0,711,10.14,0.12,0,711
04/06/2024 06:15,04/06/2024 06:30,0,912,0,820,8.49,1.08,0,820
04/06/2024 06:30,04/06/2024 06:45,0,1106,0,813,8.49,-19.86,0,813
04/06/2024 06:45,04/06/2024 07:00,4,354,0,261,8.87,27.18,0,261
04/06/2024 07:00,04/06/2024 07:15,0,1453,0,639,8.87,-45.61,0,639
04/06/2024 07:15,04/06/2024 07:30,0,1113,0,751,8.87,-45.84,0,751
04/06/2024 07:30,04/06/2024 07:45,0,768,0,730,8.87,-28.09,0,730
04/06/2024 07:45,04/06/2024 08:00,0,627,0,653,13.70,13.68,0,653
04/06/2024 08:00,04/06/2024 08:15,12,92,28,138,11.19,27.27,28,138
04/06/2024 08:15,04/06/2024 08:30,0,643,0,450,12.41,-32.31,0,450
