Heure de début,Heure de fin,Besoin en aFRR hausse exprimé par RTE (en MW),Besoin en aFRR baisse exprimé par RTE (en MW),Volume daFRR à la hausse activé pour la France (en MW),Volume daFRR à la baisse activé pour la France (en MW),Prix Moyen Pondéré d'aFRR activée à la hausse pour la France (en Euros/MWh),Prix Moyen Pondéré d'aFRR activée à la baisse pour la France (en Euros/MWh),Volume d'aFRR à la hausse activé en France (en MW),Volume d'aFRR à la baisse activé en France (en MW)
08/06/2024 10:45,08/06/2024 11:00,943,1,9,39,-16.69,7.95,9,39
08/06/2024 11:00,08/06/2024 11:15,337,1,0,16,-21.00,7.98,0,16
08/06/2024 11:15,08/06/2024 11:30,57,50,0,27,-21.00,7.82,0,27
08/06/2024 11:30,08/06/2024 11:45,3,210,0,166,-21.00,7.63,0,166
08/06/2024 11:45,08/06/2024 12:00,155,61,0,47,-16.26,7.13,0,47
08/06/2024 12:00,08/06/2024 12:15,0,841,0,534,-21.00,-38.26,0,534
08/06/2024 12:15,08/06/2024 12:30,0,762,0,687,-21.00,-25.04,0,687
08/06/2024 12:30,08/06/2024 12:45,35,110,0,110,-21.00,5.35,0,110
08/06/2024 12:45,08/06/2024 13:00,0,544,0,244,-21.00,4.21,0,244
08/06/2024 13:00,08/06/2024 13:15,51,192,0,218,-28.77,3.41,0,218
08/06/2024 13:15,08/06/2024 13:30,16,219,1,67,-16.39,5.33,1,67
08/06/2024 13:30,08/06/2024 13:45,4,214,0,118,-28.77,5.33,0,118
08/06/2024 13:45,08/06/2024 14:00,0,589,0,356,-28.77,5.33,0,356
08/06/2024 14:00,08/06/2024 14:15,511,6,7,94,-16.85,5.05,7,94
08/06/2024 14:15,08/06/2024 14:30,161,17,0,13,-10.16,6.20,0,13
08/06/2024 14:30,08/06/2024 14:45,259,11,15,4,-16.54,5.65,15,4
08/06/2024 14:45,08/06/2024 15:00,66,59,0,40,-36.92,5.60,0,40
08/06/2024 15:00,08/06/2024 15:15,528,0,4,3,-9.92,5.25,4,3
08/06/2024 15:15,08/06/2024 15:30,133,28,6,10,-9.27,6.01,6,10
08/06/2024 15:30,08/06/2024 15:45,387,0,73,0,-8.41,18.34,73,0
08/06/2024 15:45,08/06/2024 16:00,223,13,40,8,-6.74,5.82,40,8
08/06/2024 16:00,08/06/2024 16:15,377,23,103,14,1.73,6.07,103,14
08/06/2024 16:15,08/06/2024 16:30,3,304,0,114,-10.16,5.93,0,114
08/06/2024 16:30,08/06/2024 16:45,80,90,1,5,-6.67,30.07,1,5
08/06/2024 16:45,08/06/2024 17:00,143,215,11,3,2.58,8.43,11,3
08/06/2024 17:00,08/06/2024 17:15,1131,0,279,12,3.67,6.84,279,12
08/06/2024 17:15,08/06/2024 17:30,672,0,152,7,6.69,8.34,152,7
08/06/2024 17:30,08/06/2024 17:45,1610,0,593,0,27.04,18.34,593,0
08/06/2024 17:45,08/06/2024 18:00,742,0,231,0,3.54,0.00,231,0
08/06/2024 18:00,08/06/2024 18:15,850,0,157,4,5.60,26.22,157,4
08/06/2024 18:15,08/06/2024 18:30,21,253,0,161,-0.25,12.01,0,161
08/06/2024 18:30,08/06/2024 18:45,159,21,14,92,-0.20,17.07,14,92
08/06/2024 18:45,08/06/2024 19:00,216,17,44,0,1.61,43.56,44,0
08/06/2024 19:00,08/06/2024 19:15,50,122,12,63,7.67,26.65,12,63
08/06/2024 19:15,08/06/2024 19:30,149,5,10,2,10.03,13.43,10,2
08/06/2024 19:30,08/06/2024 19:45,461,0,155,0,10.46,42.13,155,0
08/06/2024 19:45,08/06/2024 20:00,130,70,65,6,9.35,34.83,65,6
08/06/2024 20:00,08/06/2024 20:15,262,2,14,0,10.06,53.90,14,0
08/06/2024 20:15,08/06/2024 20:30,56,46,0,18,6.67,39.93,0,18
08/06/2024 20:30,08/06/2024 20:45,49,78,5,31,13.31,40.41,5,31
08/06/2024 20:45,08/06/2024 21:00,30,248,0,248,16.91,26.07,0,248
08/06/2024 21:00,08/06/2024 21:15,930,0,22,10,21.51,0.00,22,10
08/06/2024 21:15,08/06/2024 21:30,720,0,2,4,18.17,44.47,2,4
08/06/2024 21:30,08/06/2024 21:45,425,0,1,5,19.60,39.04,1,5
08/06/2024 21:45,08/06/2024 22:00,52,203,0,94,23.12,25.63,0,94
08/06/2024 22:00,08/06/2024 22:15,40,65,26,136,23.12,25.34,26,136
08/06/2024 22:15,08/06/2024 22:30,15,193,6,102,9.08,31.65,6,102
08/06/2024 22:30,08/06/2024 22:45,285,4,45,5,22.37,30.21,45,5
08/06/2024 22:45,08/06/2024 23:00,2,231,0,105,12.20,39.41,0,105
08/06/2024 23:00,08/06/2024 23:15,370,8,31,37,11.48,27.35,31,37
08/06/2024 23:15,08/06/2024 23:30,10,278,1,122,0.00,33.62,1,122
08/06/2024 23:30,08/06/2024 23:45,127,23,25,48,10.70,34.84,25,48
08/06/2024 23:45,09/06/2024 00:00,490,39,26,8,12.78,37.32,26,8
09/06/2024 00:00,09/06/2024 00:15,13,231,4,47,10.50,44.81,4,47
09/06/2024 00:15,09/06/2024 00:30,300,19,137,0,11.88,44.48,137,0
09/06/2024 00:30,09/06/2024 00:45,38,106,0,74,11.91,16.65,0,74
09/06/2024 00:45,09/06/2024 01:00,0,485,0,368,11.34,11.34,0,368
09/06/2024 01:00,09/06/2024 01:15,160,116,2,220,11.34,11.66,2,220
09/06/2024 01:15,09/06/2024 01:30,24,223,6,110,10.92,11.51,6,110
09/06/2024 01:30,09/06/2024 01:45,0,309,0,314,11.45,11.45,0,314
09/06/2024 01:45,09/06/2024 02:00,0,734,0,544,11.43,1.34,0,544
09/06/2024 02:00,09/06/2024 02:15,1,371,0,449,11.43,6.40,0,449
09/06/2024 02:15,09/06/2024 02:30,8,266,0,183,10.39,10.39,0,183
09/06/2024 02:30,09/06/2024 02:45,0,364,0,358,10.39,10.39,0,358
09/06/2024 02:45,09/06/2024 03:00,0,452,0,400,10.39,10.39,0,400
09/06/2024 03:00,09/06/2024 03:15,298,13,123,129,10.39,8.26,123,129
09/06/2024 03:15,09/06/2024 03:30,8,238,16,142,6.99,7.05,16,142
09/06/2024 03:30,09/06/2024 03:45,0,563,0,436,2.70,-1.80,0,436
09/06/2024 03:45,09/06/2024 04:00,0,1199,0,717,2.70,-93.21,0,717
09/06/2024 04:00,09/06/2024 04:15,0,1184,0,645,6.91,-95.34,0,645
09/06/2024 04:15,09/06/2024 04:30,5,312,0,382,7.19,-17.56,0,382
09/06/2024 04:30,09/06/2024 04:45,179,11,0,20,7.19,7.15,0,20
09/06/2024 04:45,09/06/2024 05:00,541,0,24,2,7.81,7.48,24,2
09/06/2024 05:00,09/06/2024 05:15,1172,0,351,0,97.10,7.81,351,0
09/06/2024 05:15,09/06/2024 05:30,1054,0,288,0,16.81,7.81,288,0
09/06/2024 05:30,09/06/2024 05:45,702,0,38,0,4.90,4.92,38,0
09/06/2024 05:45,09/06/2024 06:00,325,1,0,5,1.59,6.76,0,5
09/06/2024 06:00,09/06/2024 06:15,113,10,0,5,1.06,6.10,0,5
09/06/2024 06:15,09/06/2024 06:30,319,0,3,2,2.36,6.64,3,2
09/06/2024 06:30,09/06/2024 06:45,64,21,0,13,2.73,6.95,0,13
09/06/2024 06:45,09/06/2024 07:00,309,1,9,0,6.49,5.03,9,0
09/06/2024 07:00,09/06/2024 07:15,125,9,26,0,5.03,4.50,26,0
09/06/2024 07:15,09/06/2024 07:30,283,0,68,0,6.28,0.00,68,0
09/06/2024 07:30,09/06/2024 07:45,583,0,12,0,5.74,6.59,12,0
09/06/2024 07:45,09/06/2024 08:00,1218,0,8,5,1.35,6.68,8,5
09/06/2024 08:00,09/06/2024 08:15,88,162,2,13,-14.68,6.53,2,13
09/06/2024 08:15,09/06/2024 08:30,961,0,223,0,1.01,6.10,223,0
09/06/2024 08:30,09/06/2024 08:45,1012,0,81,1,-9.10,6.10,81,1
09/06/2024 08:45,09/06/2024 09:00,1209,0,10,10,-15.31,16.78,10,10
09/06/2024 09:00,09/06/2024 09:15,130,137,0,49,-18.01,6.81,0,49
09/06/2024 09:15,09/06/2024 09:30,138,22,8,2,-16.81,5.44,8,2
09/06/2024 09:30,09/06/2024 09:45,286,8,11,3,-16.78,5.48,11,3
09/06/2024 09:45,09/06/2024 10:00,261,12,1,8,-13.29,5.77,1,8
09/06/2024 10:00,09/06/2024 10:15,27,91,0,31,-18.01,6.04,0,31
09/06/2024 10:15,09/06/2024 10:30,168,21,1,16,-12.68,5.97,1,16
09/06/2024 10:30,09/06/2024 10:45,0,391,0,266,-17.03,4.75,0,266
09/06/2024 10:45,09/06/2024 11:00,0,405,0,366,-17.03,4.75,0,366
09/06/2024 11:00,09/06/2024 11:15,0,858,0,623,-18.66,-61.49,0,623
09/06/2024 11:15,09/06/2024 11:30,0,753,0,669,-18.66,-78.89,0,669
09/06/2024 11:30,09/06/2024 11:45,0,526,0,510,-18.66,1.72,0,510
09/06/2024 11:45,09/06/2024 12:00,0,248,0,248,-18.66,4.75,0,248
09/06/2024 12:00,09/06/2024 12:15,1,639,0,342,-18.01,4.75,0,342
09/06/2024 12:15,09/06/2024 12:30,0,821,0,701,-18.01,-12.17,0,701
09/06/2024 12:30,09/06/2024 12:45,86,61,20,139,-18.01,4.93,20,139
09/06/2024 12:45,09/06/2024 13:00,57,56,9,7,-13.49,5.81,9,7
09/06/2024 13:00,09/06/2024 13:15,9,236,0,144,-18.66,6.01,0,144
09/06/2024 13:15,09/06/2024 13:30,0,444,0,402,-18.66,5.20,0,402
09/06/2024 13:30,09/06/2024 13:45,0,368,0,424,-26.14,5.28,0,424
09/06/2024 13:45,09/06/2024 14:00,0,351,0,321,-26.14,5.13,0,321
09/06/2024 14:00,09/06/2024 14:15,24,87,0,132,-33.02,3.90,0,132
09/06/2024 14:15,09/06/2024 14:30,0,274,0,142,-33.02,7.16,0,142
09/06/2024 14:30,09/06/2024 14:45,10,218,0,203,-33.02,4.73,0,203
09/06/2024 14:45,09/06/2024 15:00,67,176,0,161,-33.02,7.76,0,161
09/06/2024 15:00,09/06/2024 15:15,1443,0,485,1,147.06,0.00,485,1
09/06/2024 15:15,09/06/2024 15:30,1203,0,654,0,126.49,53.40,654,0
09/06/2024 15:30,09/06/2024 15:45,567,4,306,0,-1.12,53.40,306,0
09/06/2024 15:45,09/06/2024 16:00,12,284,5,109,-12.81,6.29,5,109
09/06/2024 16:00,09/06/2024 16:15,161,337,1,118,-25.25,6.93,1,118
09/06/2024 16:15,09/06/2024 16:30,0,1846,0,999,-35.31,-48.97,0,999
09/06/2024 16:30,09/06/2024 16:45,0,1690,0,1051,-35.31,-49.52,0,1051
09/06/2024 16:45,09/06/2024 17:00,0,1657,0,1034,-35.31,-45.63,0,1034
09/06/2024 17:00,09/06/2024 17:15,10,726,0,461,-35.31,-19.12,0,461
09/06/2024 17:15,09/06/2024 17:30,0,1362,0,849,-35.31,-19.72,0,849
09/06/2024 17:30,09/06/2024 17:45,0,862,0,498,-35.31,6.30,0,498
09/06/2024 17:45,09/06/2024 18:00,50,648,5,81,-21.87,11.18,5,81
09/06/2024 18:00,09/06/2024 18:15,1182,0,262,0,8.52,23.20,262,0
09/06/2024 18:15,09/06/2024 18:30,831,0,511,0,10.13,42.80,511,0
09/06/2024 18:30,09/06/2024 18:45,600,0,591,0,10.12,42.80,591,0
09/06/2024 18:45,09/06/2024 19:00,1038,0,787,0,83.85,42.80,787,0
09/06/2024 19:00,09/06/2024 19:15,1251,0,417,16,24.66,41.50,417,16
09/06/2024 19:15,09/06/2024 19:30,673,0,42,0,-0.83,0.00,42,0
09/06/2024 19:30,09/06/2024 19:45,372,18,45,1,9.31,26.09,45,1
09/06/2024 19:45,09/06/2024 20:00,9,322,0,239,11.15,11.17,0,239
09/06/2024 20:00,09/06/2024 20:15,401,0,5,23,10.78,18.90,5,23
09/06/2024 20:15,09/06/2024 20:30,120,30,1,5,11.51,28.94,1,5
09/06/2024 20:30,09/06/2024 20:45,0,287,0,51,14.65,26.19,0,51
09/06/2024 20:45,09/06/2024 21:00,0,758,0,156,14.13,24.03,0,156
09/06/2024 21:00,09/06/2024 21:15,0,473,0,404,14.13,18.25,0,404
09/06/2024 21:15,09/06/2024 21:30,0,514,0,295,14.13,15.48,0,295
09/06/2024 21:30,09/06/2024 21:45,301,5,141,62,14.13,26.45,141,62
09/06/2024 21:45,09/06/2024 22:00,862,0,511,0,74.05,43.80,511,0
09/06/2024 22:00,09/06/2024 22:15,575,0,508,0,16.02,103.50,508,0
09/06/2024 22:15,09/06/2024 22:30,8,277,62,74,11.87,36.47,62,74
09/06/2024 22:30,09/06/2024 22:45,1023,0,383,5,21.59,12.85,383,5
09/06/2024 22:45,09/06/2024 23:00,365,236,82,98,11.44,13.64,82,98
09/06/2024 23:00,09/06/2024 23:15,209,20,146,99,12.33,21.38,146,99
09/06/2024 23:15,09/06/2024 23:30,3,624,18,297,6.41,13.23,18,297
09/06/2024 23:30,09/06/2024 23:45,0,410,0,333,8.17,24.70,0,333
09/06/2024 23:45,10/06/2024 00:00,0,1193,0,901,8.17,-22.32,0,901
10/06/2024 00:00,10/06/2024 00:15,1726,0,523,193,173.53,14.73,523,193
10/06/2024 00:15,10/06/2024 00:30,1227,0,1012,0,94.64,53.80,1012,0
10/06/2024 00:30,10/06/2024 00:45,811,0,344,13,16.12,37.66,344,13
10/06/2024 00:45,10/06/2024 01:00,98,101,0,65,11.13,37.89,0,65
10/06/2024 01:00,10/06/2024 01:15,42,104,5,85,10.78,29.37,5,85
10/06/2024 01:15,10/06/2024 01:30,0,646,0,552,11.13,11.78,0,552
10/06/2024 01:30,10/06/2024 01:45,0,454,0,479,11.13,11.13,0,479
10/06/2024 01:45,10/06/2024 02:00,0,969,0,881,10.77,8.69,0,881
10/06/2024 02:00,10/06/2024 02:15,371,22,65,268,10.77,3.12,65,268
10/06/2024 02:15,10/06/2024 02:30,47,51,5,37,10.20,15.05,5,37
10/06/2024 02:30,10/06/2024 02:45,874,1,303,11,8.40,20.36,303,11
10/06/2024 02:45,10/06/2024 03:00,464,0,151,0,8.40,33.67,151,0
10/06/2024 03:00,10/06/2024 03:15,676,0,290,0,8.40,19.60,290,0
10/06/2024 03:15,10/06/2024 03:30,508,0,262,0,8.61,19.60,262,0
10/06/2024 03:30,10/06/2024 03:45,594,0,57,0,8.61,19.60,57,0
10/06/2024 03:45,10/06/2024 04:00,665,0,71,0,8.60,19.60,71,0
10/06/2024 04:00,10/06/2024 04:15,318,0,1,6,7.48,18.28,1,6
10/06/2024 04:15,10/06/2024 04:30,294,0,2,1,8.94,13.95,2,1
10/06/2024 04:30,10/06/2024 04:45,496,0,54,0,11.39,6.91,54,0
10/06/2024 04:45,10/06/2024 05:00,875,0,295,0,15.38,19.60,295,0
10/06/2024 05:00,10/06/2024 05:15,605,0,153,29,9.83,23.04,153,29
10/06/2024 05:15,10/06/2024 05:30,617,0,4,1,10.61,23.55,4,1
10/06/2024 05:30,10/06/2024 05:45,179,2,0,5,6.23,34.24,0,5
10/06/2024 05:45,10/06/2024 06:00,356,18,38,2,12.76,28.20,38,2
10/06/2024 06:00,10/06/2024 06:15,0,1145,0,616,0.00,-37.19,0,616
10/06/2024 06:15,10/06/2024 06:30,0,695,0,780,12.98,6.51,0,780
10/06/2024 06:30,10/06/2024 06:45,0,412,0,470,12.98,16.71,0,470
10/06/2024 06:45,10/06/2024 07:00,63,68,29,84,12.70,32.48,29,84
10/06/2024 07:00,10/06/2024 07:15,0,481,0,417,12.98,16.27,0,417
10/06/2024 07:15,10/06/2024 07:30,193,34,64,142,12.98,31.87,64,142
10/06/2024 07:30,10/06/2024 07:45,589,0,303,0,17.64,52.00,303,0
10/06/2024 07:45,10/06/2024 08:00,840,0,292,0,14.62,52.00,292,0
10/06/2024 08:00,10/06/2024 08:15,1428,0,636,0,144.04,52.00,636,0
10/06/2024 08:15,10/06/2024 08:30,984,0,630,0,81.72,52.00,630,0
10/06/2024 08:30,10/06/2024 08:45,454,1,9,8,8.30,28.76,9,8
10/06/2024 08:45,10/06/2024 09:00,28,93,0,49,15.96,40.29,0,49
10/06/2024 09:00,10/06/2024 09:15,45,145,0,178,-15.08,28.92,0,178
10/06/2024 09:15,10/06/2024 09:30,174,5,7,9,-13.67,15.51,7,9
10/06/2024 09:30,10/06/2024 09:45,42,119,0,87,-15.08,12.29,0,87
10/06/2024 09:45,10/06/2024 10:00,0,548,0,371,-15.08,-22.44,0,371
10/06/2024 10:00,10/06/2024 10:15,60,334,0,485,11.28,-28.12,0,485
10/06/2024 10:15,10/06/2024 10:30,105,20,69,11,-5.53,20.30,69,11
10/06/2024 10:30,10/06/2024 10:45,0,325,0,227,-18.01,-9.17,0,227
10/06/2024 10:45,10/06/2024 11:00,0,591,0,516,-18.01,-44.22,0,516
10/06/2024 11:00,10/06/2024 11:15,0,543,0,533,-18.01,-56.51,0,533
10/06/2024 11:15,10/06/2024 11:30,205,9,7,74,-17.67,12.44,7,74
10/06/2024 11:30,10/06/2024 11:45,123,29,3,28,-18.00,19.50,3,28
10/06/2024 11:45,10/06/2024 12:00,608,0,153,0,2.53,54.30,153,0
10/06/2024 12:00,10/06/2024 12:15,1496,0,650,0,79.95,54.30,650,0
10/06/2024 12:15,10/06/2024 12:30,907,0,45,54,-3.96,21.12,45,54
10/06/2024 12:30,10/06/2024 12:45,1172,0,67,0,-15.73,54.30,67,0
10/06/2024 12:45,10/06/2024 13:00,151,150,2,45,0.00,32.20,2,45
10/06/2024 13:00,10/06/2024 13:15,0,418,0,451,-26.14,4.92,0,451
10/06/2024 13:15,10/06/2024 13:30,0,743,0,610,-26.14,-58.09,0,610
10/06/2024 13:30,10/06/2024 13:45,0,850,0,708,-26.14,-68.60,0,708
10/06/2024 13:45,10/06/2024 14:00,0,1446,0,709,-26.14,-68.60,0,709
10/06/2024 14:00,10/06/2024 14:15,0,1472,0,611,-26.14,-100.84,0,611
10/06/2024 14:15,10/06/2024 14:30,0,1528,0,594,-26.14,-101.21,0,594
10/06/2024 14:30,10/06/2024 14:45,0,1439,0,572,-18.01,-101.68,0,572
10/06/2024 14:45,10/06/2024 15:00,0,1455,0,586,-26.14,-101.47,0,586
10/06/2024 15:00,10/06/2024 15:15,0,1455,0,645,-26.14,-102.73,0,645
10/06/2024 15:15,10/06/2024 15:30,0,1008,0,663,-26.14,-103.72,0,663
10/06/2024 15:30,10/06/2024 15:45,100,165,8,312,-35.31,-9.17,8,312
10/06/2024 15:45,10/06/2024 16:00,2010,0,300,0,103.01,103.50,300,0
10/06/2024 16:00,10/06/2024 16:15,1898,0,860,0,98.05,103.50,860,0
10/06/2024 16:15,10/06/2024 16:30,1622,0,974,0,149.21,54.31,974,0
10/06/2024 16:30,10/06/2024 16:45,1392,0,1043,0,106.53,64.67,1043,0
10/06/2024 16:45,10/06/2024 17:00,1469,0,768,0,12.84,64.67,768,0
10/06/2024 17:00,10/06/2024 17:15,671,335,272,169,1.53,-13.61,272,169
10/06/2024 17:15,10/06/2024 17:30,9,580,0,732,-35.31,-1047.16,0,732
10/06/2024 17:30,10/06/2024 17:45,295,29,0,33,-28.82,8.79,0,33
10/06/2024 17:45,10/06/2024 18:00,256,24,4,4,-28.51,8.31,4,4
10/06/2024 18:00,10/06/2024 18:15,7,297,0,277,-35.31,9.18,0,277
10/06/2024 18:15,10/06/2024 18:30,485,0,102,41,6.40,28.44,102,41
10/06/2024 18:30,10/06/2024 18:45,86,99,162,90,-0.41,15.32,162,90
10/06/2024 18:45,10/06/2024 19:00,855,0,164,5,2.28,0.00,164,5
10/06/2024 19:00,10/06/2024 19:15,565,0,71,24,4.11,36.94,71,24
10/06/2024 19:15,10/06/2024 19:30,939,0,262,0,14.23,54.91,262,0
10/06/2024 19:30,10/06/2024 19:45,475,0,201,13,12.38,37.06,201,13
10/06/2024 19:45,10/06/2024 20:00,274,17,174,0,11.39,54.91,174,0
10/06/2024 20:00,10/06/2024 20:15,0,272,5,103,10.17,41.48,5,103
10/06/2024 20:15,10/06/2024 20:30,0,506,0,205,11.40,41.27,0,205
10/06/2024 20:30,10/06/2024 20:45,0,621,0,454,11.40,19.37,0,454
10/06/2024 20:45,10/06/2024 21:00,0,911,0,745,14.21,-201.65,0,745
10/06/2024 21:00,10/06/2024 21:15,0,693,0,742,14.21,-76.83,0,742
10/06/2024 21:15,10/06/2024 21:30,0,517,0,553,15.96,22.51,0,553
10/06/2024 21:30,10/06/2024 21:45,137,15,4,49,13.33,38.62,4,49
10/06/2024 21:45,10/06/2024 22:00,86,15,0,4,10.01,48.66,0,4
10/06/2024 22:00,10/06/2024 22:15,388,2,9,4,17.62,41.91,9,4
10/06/2024 22:15,10/06/2024 22:30,100,19,1,2,14.68,45.58,1,2
10/06/2024 22:30,10/06/2024 22:45,471,0,108,2,21.93,38.90,108,2
10/06/2024 22:45,10/06/2024 23:00,8,132,0,72,17.82,46.25,0,72
10/06/2024 23:00,10/06/2024 23:15,614,0,313,9,35.19,36.00,313,9
10/06/2024 23:15,10/06/2024 23:30,6,474,30,322,0.00,19.59,30,322
10/06/2024 23:30,10/06/2024 23:45,12,183,36,186,12.17,30.09,36,186
10/06/2024 23:45,11/06/2024 00:00,0,840,0,498,15.16,21.56,0,498
11/06/2024 00:00,11/06/2024 00:15,447,34,220,199,34.89,26.64,220,199
11/06/2024 00:15,11/06/2024 00:30,58,370,46,173,3.49,33.31,46,173
11/06/2024 00:30,11/06/2024 00:45,0,986,0,726,13.30,-1477.06,0,726
11/06/2024 00:45,11/06/2024 01:00,0,1506,0,837,13.30,-3482.97,0,837
11/06/2024 01:00,11/06/2024 01:15,6,176,16,303,12.79,17.61,16,303
11/06/2024 01:15,11/06/2024 01:30,0,646,0,454,12.35,12.86,0,454
11/06/2024 01:30,11/06/2024 01:45,31,173,0,327,-6.56,14.22,0,327
11/06/2024 01:45,11/06/2024 02:00,0,409,1,296,-1.79,10.52,1,296
11/06/2024 02:00,11/06/2024 02:15,628,3,91,113,9.25,10.80,91,113
11/06/2024 02:15,11/06/2024 02:30,120,137,7,52,-3.02,13.42,7,52
11/06/2024 02:30,11/06/2024 02:45,692,6,2,51,-5.16,16.10,2,51
11/06/2024 02:45,11/06/2024 03:00,173,3,1,5,-6.56,39.24,1,5
11/06/2024 03:00,11/06/2024 03:15,793,0,198,0,10.15,32.90,198,0
11/06/2024 03:15,11/06/2024 03:30,377,0,44,1,3.00,32.90,44,1
11/06/2024 03:30,11/06/2024 03:45,240,0,3,1,6.51,27.84,3,1
11/06/2024 03:45,11/06/2024 04:00,37,79,0,42,6.76,9.81,0,42
11/06/2024 04:00,11/06/2024 04:15,9,115,0,132,6.76,6.76,0,132
11/06/2024 04:15,11/06/2024 04:30,1,164,0,126,6.76,6.76,0,126
11/06/2024 04:30,11/06/2024 04:45,0,282,0,279,6.76,6.76,0,279
11/06/2024 04:45,11/06/2024 05:00,0,359,0,316,6.76,6.76,0,316
11/06/2024 05:00,11/06/2024 05:15,3,220,0,220,-6.56,7.38,0,220
11/06/2024 05:15,11/06/2024 05:30,9,178,0,247,-6.56,10.16,0,247
11/06/2024 05:30,11/06/2024 05:45,144,3,25,10,-0.07,35.98,25,10
11/06/2024 05:45,11/06/2024 06:00,464,0,202,0,6.48,47.50,202,0
11/06/2024 06:00,11/06/2024 06:15,443,1,199,0,6.76,46.68,199,0
11/06/2024 06:15,11/06/2024 06:30,209,1,55,0,1.93,46.68,55,0
11/06/2024 06:30,11/06/2024 06:45,565,0,334,0,30.50,46.64,334,0
11/06/2024 06:45,11/06/2024 07:00,657,0,353,0,6.76,46.64,353,0
11/06/2024 07:00,11/06/2024 07:15,68,95,52,36,6.65,46.89,52,36
11/06/2024 07:15,11/06/2024 07:30,318,0,125,2,7.56,25.41,125,2
11/06/2024 07:30,11/06/2024 07:45,423,0,200,0,8.14,68.30,200,0
11/06/2024 07:45,11/06/2024 08:00,557,0,40,2,8.26,68.30,40,2
11/06/2024 08:00,11/06/2024 08:15,49,187,0,125,8.48,34.09,0,125
11/06/2024 08:15,11/06/2024 08:30,0,280,0,272,9.09,34.95,0,272
11/06/2024 08:30,11/06/2024 08:45,0,559,0,444,9.08,-1120.57,0,444
11/06/2024 08:45,11/06/2024 09:00,0,829,0,690,9.65,-3542.40,0,690
11/06/2024 09:00,11/06/2024 09:15,0,600,0,566,9.66,-642.94,0,566
11/06/2024 09:15,11/06/2024 09:30,0,755,0,641,6.63,-2404.43,0,641
11/06/2024 09:30,11/06/2024 09:45,0,925,0,676,6.63,-94.00,0,676
11/06/2024 09:45,11/06/2024 10:00,0,1502,0,681,5.81,-78.06,0,681
11/06/2024 10:00,11/06/2024 10:15,0,1039,0,657,5.81,-88.25,0,657
11/06/2024 10:15,11/06/2024 10:30,0,663,0,636,19.59,-43.27,0,636
11/06/2024 10:30,11/06/2024 10:45,4,182,0,254,16.96,25.07,0,254
11/06/2024 10:45,11/06/2024 11:00,15,94,0,75,14.52,40.44,0,75
11/06/2024 11:00,11/06/2024 11:15,1074,1,275,32,148.98,28.54,275,32
11/06/2024 11:15,11/06/2024 11:30,1358,0,446,0,60.69,54.20,446,0
11/06/2024 11:30,11/06/2024 11:45,978,0,74,0,-3.65,103.50,74,0
11/06/2024 11:45,11/06/2024 12:00,699,0,2,6,0.00,52.51,2,6
11/06/2024 12:00,11/06/2024 12:15,616,0,2,2,-30.78,57.11,2,2
11/06/2024 12:15,11/06/2024 12:30,31,163,1,17,-29.89,41.13,1,17
11/06/2024 12:30,11/06/2024 12:45,292,6,14,43,12.99,39.64,14,43
11/06/2024 12:45,11/06/2024 13:00,160,8,1,4,10.20,73.56,1,4
11/06/2024 13:00,11/06/2024 13:15,45,47,0,21,9.95,87.07,0,21
11/06/2024 13:15,11/06/2024 13:30,61,25,1,9,10.43,91.19,1,9
11/06/2024 13:30,11/06/2024 13:45,8,154,0,34,9.95,57.70,0,34
11/06/2024 13:45,11/06/2024 14:00,0,552,0,299,9.95,27.42,0,299
11/06/2024 14:00,11/06/2024 14:15,314,14,12,82,12.99,33.15,12,82
11/06/2024 14:15,11/06/2024 14:30,21,381,0,102,7.88,21.96,0,102
11/06/2024 14:30,11/06/2024 14:45,94,69,4,61,9.03,44.16,4,61
11/06/2024 14:45,11/06/2024 15:00,48,221,0,98,8.61,27.25,0,98
11/06/2024 15:00,11/06/2024 15:15,550,0,9,2,-11.98,36.17,9,2
11/06/2024 15:15,11/06/2024 15:30,190,8,0,5,-10.05,66.49,0,5
11/06/2024 15:30,11/06/2024 15:45,7,150,0,125,-35.31,10.17,0,125
11/06/2024 15:45,11/06/2024 16:00,2,254,0,221,-17.03,9.94,0,221
11/06/2024 16:00,11/06/2024 16:15,393,9,4,40,-16.56,20.02,4,40
11/06/2024 16:15,11/06/2024 16:30,598,0,15,0,-2.89,6.76,15,0
11/06/2024 16:30,11/06/2024 16:45,293,0,21,2,9.57,62.06,21,2
11/06/2024 16:45,11/06/2024 17:00,139,37,3,4,9.25,36.89,3,4
11/06/2024 17:00,11/06/2024 17:15,2,330,0,292,9.94,10.61,0,292
11/06/2024 17:15,11/06/2024 17:30,390,24,42,52,9.94,32.82,42,52
11/06/2024 17:30,11/06/2024 17:45,1086,0,469,0,90.62,69.10,469,0
11/06/2024 17:45,11/06/2024 18:00,1423,0,486,0,23.90,69.10,486,0
11/06/2024 18:00,11/06/2024 18:15,46,625,16,393,9.48,-17.94,16,393
11/06/2024 18:15,11/06/2024 18:30,64,274,0,429,10.06,12.70,0,429
11/06/2024 18:30,11/06/2024 18:45,12,540,0,395,10.06,10.42,0,395
11/06/2024 18:45,11/06/2024 19:00,97,183,41,287,10.61,18.38,41,287
11/06/2024 19:00,11/06/2024 19:15,1,865,22,495,8.42,-33.11,22,495
